,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
31037,Clarkton,319.0,686.0,533.0,4876.0,40.0,3401.0,6044480.0,408255.0,NC
31040,Garland,263.0,552.0,453.0,4157.0,17.0,1460.0,5153406.0,175245.0,NC
31041,Topsail Beach,184.0,354.0,273.0,2528.0,12.0,1024.0,3133547.0,122968.0,NC
31042,Surf City,1073.0,2618.0,1586.0,14692.0,56.0,4719.0,18213991.0,566466.0,NC
31043,Harrells,78.0,156.0,130.0,1198.0,6.0,520.0,1484726.0,62425.0,NC
31046,Holly Ridge,707.0,1654.0,1063.0,9854.0,30.0,2533.0,12216240.0,304126.0,NC
31047,North Topsail Beach,625.0,1104.0,809.0,7499.0,31.0,2594.0,9296192.0,311332.0,NC
31048,Sandyfield,178.0,408.0,310.0,2865.0,14.0,1218.0,3552231.0,146162.0,NC
31050,Lake Waccamaw,665.0,1491.0,1133.0,10412.0,59.0,4991.0,12907374.0,599153.0,NC
31051,Leland,6574.0,17023.0,10591.0,97570.0,454.0,38519.0,120956417.0,4623951.0,NC
31053,Belville,807.0,2473.0,1269.0,11660.0,55.0,4658.0,14454442.0,559185.0,NC
31054,Sandy Creek,102.0,283.0,172.0,1579.0,6.0,538.0,1957319.0,64580.0,NC
31055,Northwest,319.0,1126.0,533.0,4921.0,18.0,1542.0,6100821.0,185161.0,NC
31056,Magnolia,292.0,1364.0,522.0,4823.0,17.0,1469.0,5978437.0,176302.0,NC
31058,East Arcadia,184.0,595.0,308.0,2819.0,23.0,1967.0,3495216.0,236073.0,NC
31060,Greenevers,262.0,857.0,456.0,4211.0,29.0,2431.0,5220650.0,291816.0,NC
31061,Rose Hill,609.0,1700.0,1082.0,9988.0,49.0,4159.0,12382644.0,499221.0,NC
31065,Caswell Beach,223.0,416.0,351.0,3221.0,16.0,1331.0,3993043.0,159836.0,NC
31066,Southport,1227.0,3291.0,1917.0,17607.0,104.0,8845.0,21827364.0,1061769.0,NC
31068,Bald Head Island,161.0,284.0,268.0,2465.0,15.0,1306.0,3056243.0,156740.0,NC
31071,Varnamtown,179.0,516.0,299.0,2743.0,9.0,745.0,3400933.0,89442.0,NC
31072,Shallotte,1577.0,3784.0,2548.0,23409.0,30.0,2575.0,29020386.0,309139.0,NC
31074,Holden Beach,720.0,1135.0,1195.0,10981.0,66.0,5612.0,13613647.0,673727.0,NC
31075,Tabor City,1065.0,4044.0,1805.0,16584.0,96.0,8157.0,20558548.0,979222.0,NC
31076,Wallace,1820.0,3951.0,3071.0,28346.0,203.0,17225.0,35140798.0,2067763.0,NC
31077,Teachey,189.0,319.0,318.0,2936.0,21.0,1785.0,3640334.0,214243.0,NC
31083,Carolina Shores,1549.0,3714.0,2381.0,21875.0,141.0,11951.0,27117910.0,1434615.0,NC
31084,Sunset Beach,2144.0,3762.0,3346.0,30739.0,134.0,11360.0,38107228.0,1363633.0,NC
31085,Calabash,856.0,1763.0,1330.0,12222.0,58.0,4904.0,15151249.0,588700.0,NC
31087,Ocean Isle Beach,325.0,702.0,523.0,4808.0,26.0,2177.0,5960180.0,261328.0,NC
31095,Whiteville,2229.0,5535.0,3514.0,32281.0,172.0,14604.0,40018684.0,1753098.0,NC
31097,Watha,72.0,182.0,112.0,1034.0,4.0,373.0,1282418.0,44794.0,NC
31101,Kinston,8793.0,21393.0,15906.0,147367.0,2533.0,214793.0,182690204.0,25784390.0,NC
31103,Minnesott Beach,219.0,428.0,353.0,3266.0,21.0,1743.0,4049398.0,209223.0,NC
31104,Arapahoe,163.0,453.0,262.0,2421.0,15.0,1292.0,3001319.0,155071.0,NC
31105,Atlantic Beach,910.0,1671.0,1223.0,11337.0,19.0,1625.0,14054720.0,195053.0,NC
31106,Pine Knoll Shores,665.0,1420.0,1075.0,9964.0,73.0,6182.0,12352111.0,742159.0,NC
31107,Morehead City,4306.0,9273.0,6363.0,59018.0,408.0,34553.0,73164405.0,4147880.0,NC
31108,Indian Beach,250.0,205.0,358.0,3316.0,0.0,0.0,4110508.0,0.0,NC
31111,Grifton,1029.0,2795.0,1987.0,18438.0,14.0,1177.0,22857187.0,141233.0,NC
31112,Ayden,1998.0,5167.0,3638.0,33723.0,176.0,14892.0,41806314.0,1787618.0,NC
31113,Vandemere,99.0,261.0,151.0,1402.0,8.0,660.0,1737472.0,79235.0,NC
31114,Alliance,213.0,687.0,327.0,3030.0,17.0,1427.0,3756696.0,171318.0,NC
31115,Bayboro,247.0,1462.0,380.0,3513.0,20.0,1655.0,4355420.0,198622.0,NC
31116,Stonewall,96.0,191.0,152.0,1409.0,4.0,379.0,1746783.0,45537.0,NC
31117,Mesic,87.0,201.0,133.0,1231.0,7.0,580.0,1526158.0,69598.0,NC
31118,Beaufort,1947.0,4181.0,2779.0,25773.0,152.0,12921.0,31950496.0,1551033.0,NC
31120,Beulaville,567.0,1688.0,995.0,9173.0,62.0,5270.0,11372294.0,632627.0,NC
31121,Bridgeton,203.0,316.0,356.0,3293.0,18.0,1488.0,4082040.0,178631.0,NC
31122,Cove City,171.0,422.0,298.0,2760.0,16.0,1353.0,3421542.0,162404.0,NC
31123,Dover,173.0,268.0,301.0,2788.0,16.0,1367.0,3456635.0,164070.0,NC
31126,Grantsboro,243.0,867.0,394.0,3650.0,21.0,1813.0,4524604.0,217581.0,NC
31128,Havelock,6419.0,20630.0,9903.0,91778.0,231.0,19596.0,113776045.0,2352364.0,NC
31129,Hookerton,180.0,298.0,342.0,3172.0,20.0,1712.0,3931722.0,205568.0,NC
31130,Swansboro,1237.0,3046.0,1915.0,17749.0,54.0,4590.0,22003489.0,550989.0,NC
31131,Jacksonville,21935.0,68404.0,26158.0,242598.0,749.0,63465.0,300747645.0,7618531.0,NC
31136,La Grange,1287.0,2753.0,2177.0,20195.0,72.0,6079.0,25036085.0,729718.0,NC
31138,Maysville,398.0,937.0,685.0,6336.0,37.0,3097.0,7854454.0,371753.0,NC
31143,New Bern,12479.0,30075.0,19844.0,184189.0,1682.0,142637.0,228338241.0,17122499.0,NC
31145,Oriental,472.0,937.0,738.0,6829.0,8.0,718.0,8465523.0,86151.0,NC
31146,Trent Woods,1772.0,4194.0,3095.0,28704.0,296.0,25055.0,35584460.0,3007706.0,NC
31147,River Bend,1365.0,3164.0,2307.0,21411.0,99.0,8387.0,26543578.0,1006769.0,NC
31149,Cape Carteret,814.0,2267.0,1377.0,12759.0,95.0,8066.0,15817308.0,968323.0,NC
31151,Newport,1717.0,4666.0,2711.0,25129.0,182.0,15460.0,31151818.0,1855836.0,NC
31152,Bogue,206.0,737.0,360.0,3333.0,24.0,2075.0,4131818.0,249038.0,NC
31154,Pink Hill,223.0,482.0,415.0,3844.0,15.0,1242.0,4765478.0,149106.0,NC
31155,Pollocksville,136.0,402.0,234.0,2164.0,12.0,1058.0,2682400.0,126958.0,NC
31157,Richlands,727.0,2637.0,1274.0,11802.0,45.0,3775.0,14630433.0,453140.0,NC
31158,Seven Springs,51.0,76.0,87.0,808.0,3.0,255.0,1002166.0,30639.0,NC
31159,Snow Hill,682.0,1716.0,1298.0,12028.0,77.0,6494.0,14910871.0,779608.0,NC
31162,Peletier,330.0,740.0,546.0,5057.0,34.0,2899.0,6269646.0,347981.0,NC
31163,Cedar Point,543.0,1393.0,891.0,8257.0,72.0,6142.0,10236002.0,737260.0,NC
31165,Trenton,126.0,348.0,221.0,2046.0,10.0,815.0,2536535.0,97887.0,NC
31166,Vanceboro,414.0,1165.0,710.0,6570.0,38.0,3245.0,8144636.0,389530.0,NC
31171,Emerald Isle,1847.0,3709.0,2903.0,26889.0,178.0,15085.0,33334332.0,1810817.0,NC
31173,Long View,1946.0,5071.0,2661.0,25512.0,379.0,32159.0,31627254.0,3860446.0,NC
31174,Hickory,15898.0,40274.0,20626.0,197535.0,3126.0,265058.0,244883100.0,31818259.0,NC
31175,Rhodhiss,390.0,1026.0,567.0,5432.0,45.0,3836.0,6734276.0,460486.0,NC
31176,Hildebran,722.0,2076.0,1095.0,10489.0,64.0,5451.0,13003482.0,654376.0,NC
31177,Granite Falls,1844.0,4686.0,2657.0,25420.0,247.0,20951.0,31512924.0,2515042.0,NC
31178,Conover,3344.0,8263.0,4915.0,47032.0,424.0,36021.0,58305321.0,4324060.0,NC
31182,Brookford,203.0,393.0,291.0,2796.0,20.0,1686.0,3466202.0,202432.0,NC
31183,Newton,4674.0,12999.0,6579.0,62998.0,820.0,69558.0,78098804.0,8349905.0,NC
31184,Seven Devils,272.0,279.0,294.0,2666.0,24.0,2000.0,3304620.0,240118.0,NC
31185,Beech Mountain,460.0,519.0,535.0,4817.0,42.0,3604.0,5971653.0,432637.0,NC
31186,Sugar Mountain,371.0,580.0,489.0,4684.0,23.0,1971.0,5807019.0,236578.0,NC
31187,Grandfather,98.0,60.0,130.0,1243.0,6.0,522.0,2083731.0,62637.0,NC
31188,Banner Elk,262.0,1256.0,283.0,2571.0,23.0,1934.0,3187266.0,232133.0,NC
31189,Blowing Rock,728.0,1213.0,981.0,9393.0,60.0,5051.0,11644776.0,606279.0,NC
31191,Boone,5333.0,18241.0,4837.0,44980.0,45.0,4862.0,55761534.0,583623.0,NC
31192,Catawba,262.0,600.0,422.0,4032.0,21.0,1914.0,4998215.0,229753.0,NC
31193,Claremont,570.0,1455.0,832.0,7964.0,65.0,5473.0,9872632.0,656988.0,NC
31195,Connelly Springs,657.0,1676.0,960.0,9209.0,47.0,4016.0,11416599.0,482058.0,NC
31196,Rutherford College,560.0,1434.0,797.0,7649.0,90.0,7663.0,9482863.0,919882.0,NC
31199,Valdese,1957.0,4467.0,2789.0,26761.0,309.0,26173.0,33175999.0,3141826.0,NC
31204,Drexel,642.0,1966.0,923.0,8834.0,62.0,5215.0,10951366.0,625966.0,NC
31205,Elkin,1608.0,4246.0,2412.0,23040.0,20.0,2161.0,28562185.0,259411.0,NC
31206,Jonesville,1034.0,2235.0,1555.0,14856.0,10.0,1052.0,18417447.0,126307.0,NC
31209,Elk Park,184.0,456.0,228.0,2111.0,11.0,905.0,3539396.0,108657.0,NC
31211,Love Valley,182.0,103.0,296.0,2829.0,14.0,1363.0,3507447.0,163614.0,NC
31212,Lenoir,7028.0,17956.0,9628.0,92188.0,960.0,81446.0,114285334.0,9777019.0,NC
31214,Cajah's Mountain,1024.0,2752.0,1488.0,14252.0,90.0,7611.0,17668321.0,913601.0,NC
31215,Sawmills,1984.0,5119.0,2886.0,27643.0,180.0,15295.0,34268819.0,1836051.0,NC
31218,Harmony,206.0,527.0,330.0,3155.0,2.0,189.0,3911271.0,22713.0,NC
31224,Hudson,1450.0,3733.0,2161.0,20696.0,146.0,12410.0,25656504.0,1489700.0,NC
31226,Jefferson,554.0,1425.0,632.0,5670.0,6.0,637.0,7028601.0,76454.0,NC
31229,Lansing,67.0,209.0,71.0,640.0,1.0,63.0,793765.0,7571.0,NC
31232,Gamewell,1511.0,3967.0,2219.0,21233.0,87.0,7337.0,26322154.0,880763.0,NC
31234,Cedar Rock,128.0,324.0,186.0,1778.0,7.0,662.0,2204278.0,79490.0,NC
31237,North Wilkesboro,1694.0,4266.0,2388.0,22812.0,15.0,1591.0,28279721.0,191000.0,NC
31238,Glen Alpine,574.0,1351.0,849.0,8122.0,48.0,4306.0,10068625.0,516905.0,NC
31240,Morganton,6628.0,16717.0,9034.0,86397.0,1329.0,112727.0,107105883.0,13532103.0,NC
31242,Newland,238.0,874.0,261.0,2474.0,17.0,1452.0,4147806.0,174261.0,NC
31243,Crossnore,69.0,243.0,92.0,870.0,7.0,600.0,1458454.0,71977.0,NC
31248,Wilkesboro,1378.0,3552.0,2076.0,19786.0,79.0,7612.0,24528400.0,913761.0,NC
31250,Ronda,180.0,581.0,271.0,2588.0,2.0,263.0,3208605.0,31589.0,NC
31251,Sparta,746.0,1726.0,859.0,7715.0,7.0,620.0,9564509.0,74374.0,NC
31255,Taylorsville,867.0,1999.0,1280.0,12231.0,51.0,4870.0,15162484.0,584639.0,NC
31261,West Jefferson,603.0,1473.0,670.0,6019.0,6.0,703.0,7461876.0,84425.0,NC
31264,Woodfin,2426.0,6241.0,2760.0,25617.0,417.0,40149.0,31756936.0,4819584.0,NC
31265,Fletcher,3221.0,7547.0,3670.0,34747.0,1026.0,98904.0,58246948.0,11872648.0,NC
31266,Mills River,2854.0,6990.0,3902.0,37236.0,415.0,39983.0,62419829.0,4799687.0,NC
31267,Asheville,37078.0,87531.0,38465.0,357267.0,7281.0,701771.0,442901987.0,84242474.0,NC
31268,Bakersville,206.0,616.0,262.0,2419.0,16.0,1349.0,2998893.0,161923.0,NC
31269,Chimney Rock Village,75.0,98.0,106.0,1006.0,7.0,669.0,1247357.0,80344.0,NC
31270,Montreat,513.0,521.0,659.0,6232.0,58.0,5190.0,7726337.0,623051.0,NC
31271,Black Mountain,3544.0,8168.0,4503.0,42071.0,418.0,39365.0,52155650.0,4725473.0,NC
31272,Rosman,184.0,673.0,251.0,2396.0,0.0,0.0,2970410.0,0.0,NC
31273,Brevard,3337.0,7710.0,3914.0,37401.0,835.0,80448.0,46365879.0,9657229.0,NC
31274,Bryson City,469.0,1665.0,632.0,6062.0,37.0,3556.0,10162405.0,426812.0,NC
31275,Burnsville,613.0,1674.0,736.0,6802.0,43.0,3725.0,8432020.0,447202.0,NC
31277,Canton,1710.0,4182.0,2331.0,21472.0,170.0,16430.0,35993313.0,1972249.0,NC
31279,Clyde,490.0,1226.0,631.0,5826.0,40.0,3841.0,9765726.0,461109.0,NC
31281,Columbus,459.0,1349.0,633.0,6062.0,57.0,5454.0,7515055.0,654771.0,NC
31282,Forest Hills,152.0,364.0,197.0,1885.0,15.0,1469.0,3159756.0,176387.0,NC
31283,Dillsboro,113.0,232.0,165.0,1575.0,14.0,1338.0,2640524.0,160670.0,NC
31284,Flat Rock,1569.0,3254.0,1835.0,17611.0,511.0,49244.0,21831975.0,5911339.0,NC
31285,Hendersonville,6588.0,13548.0,7395.0,70983.0,1418.0,136630.0,87996858.0,16401402.0,NC
31289,Franklin,1757.0,3930.0,2537.0,24356.0,185.0,17814.0,40827492.0,2138496.0,NC
31290,Laurel Park,1231.0,2633.0,1426.0,13690.0,375.0,36142.0,16970812.0,4338526.0,NC
31293,Highlands,732.0,1144.0,999.0,9537.0,52.0,4972.0,11823063.0,596890.0,NC
31295,Hot Springs,243.0,589.0,300.0,2762.0,0.0,0.0,4629780.0,0.0,NC
31296,Lake Lure,775.0,1363.0,1105.0,10444.0,72.0,6947.0,12947921.0,833996.0,NC
31299,Maggie Valley,746.0,1767.0,1008.0,9489.0,60.0,5772.0,15905971.0,692906.0,NC
31300,Waynesville,4730.0,9788.0,5942.0,55328.0,338.0,32533.0,68589766.0,3905332.0,NC
31301,Marion,2876.0,7873.0,4050.0,38743.0,183.0,17645.0,48029393.0,2118185.0,NC
31303,Marshall,387.0,726.0,509.0,4678.0,27.0,2580.0,7841179.0,309762.0,NC
31304,Mars Hill,564.0,2620.0,721.0,6663.0,49.0,4762.0,8260135.0,571690.0,NC
31312,Old Fort,418.0,1136.0,612.0,5774.0,31.0,2803.0,7158274.0,336499.0,NC
31313,Dillard,108.0,375.0,166.0,1371.0,6.0,431.0,2298627.0,51777.0,NC
31316,Robbinsville,216.0,636.0,286.0,2746.0,18.0,1730.0,4603081.0,207672.0,NC
31317,Lake Santeetlah,88.0,39.0,120.0,1154.0,8.0,741.0,1934944.0,88910.0,NC
31318,Saluda,322.0,758.0,496.0,4748.0,1.0,79.0,5885602.0,9484.0,NC
31319,Sky Valley,522.0,310.0,802.0,6618.0,31.0,2082.0,11093899.0,249894.0,NC
31321,Spruce Pine,808.0,2211.0,1007.0,9493.0,75.0,6735.0,11768872.0,808482.0,NC
31323,Sylva,1075.0,2599.0,1570.0,14998.0,132.0,12754.0,25141235.0,1530987.0,NC
31325,Webster,150.0,438.0,221.0,2113.0,18.0,1770.0,3542538.0,212486.0,NC
31326,Tryon,800.0,1568.0,1155.0,11053.0,123.0,11018.0,13702636.0,1322637.0,NC
31333,Weaverville,1741.0,3886.0,2154.0,19947.0,258.0,24890.0,24727596.0,2987896.0,NC
31344,Biltmore Forest,609.0,1516.0,771.0,7151.0,271.0,26089.0,8865609.0,3131824.0,NC
31352,Andrews,690.0,2082.0,973.0,9341.0,63.0,6062.0,15658418.0,727756.0,NC
31353,Hayesville,132.0,427.0,191.0,1827.0,12.0,1192.0,3062482.0,143100.0,NC
31354,Murphy,566.0,1898.0,812.0,7784.0,56.0,5358.0,13048988.0,643231.0,NC
31355,Bamberg,1168.0,3456.0,2586.0,17935.0,230.0,15740.0,22233648.0,1889468.0,SC
31356,Batesburg-Leesville,2024.0,5273.0,4097.0,28252.0,479.0,32700.0,35023586.0,3925398.0,SC
31357,Bethune,163.0,261.0,308.0,2807.0,30.0,2032.0,3479592.0,243982.0,SC
31358,Bishopville,1318.0,3303.0,2224.0,20434.0,171.0,11669.0,25331815.0,1400778.0,SC
31359,Great Falls,734.0,2030.0,1094.0,9933.0,433.0,29576.0,12314235.0,3550324.0,SC
31360,Blythewood,845.0,2612.0,1714.0,11840.0,177.0,12115.0,14677835.0,1454353.0,SC
31361,Bowman,370.0,809.0,809.0,5551.0,54.0,3662.0,6881993.0,439620.0,SC
31362,Camden,3115.0,7017.0,5265.0,49296.0,1316.0,89886.0,61111556.0,10790161.0,SC
31363,Cameron,143.0,440.0,303.0,2076.0,18.0,1243.0,2574175.0,149256.0,SC
31364,Carlisle,186.0,448.0,342.0,2634.0,20.0,1399.0,3265703.0,167934.0,SC
31365,Columbia,45575.0,132537.0,80657.0,554094.0,13252.0,905328.0,686907175.0,108678028.0,SC
31366,Springdale,1044.0,2740.0,1956.0,13433.0,286.0,19524.0,16653171.0,2343740.0,SC
31367,Cayce,5589.0,13684.0,10499.0,72138.0,1441.0,98429.0,89429409.0,11815707.0,SC
31368,West Columbia,6962.0,15947.0,12329.0,84764.0,1489.0,101715.0,105080804.0,12210200.0,SC
31369,Chapin,650.0,1566.0,1339.0,9320.0,93.0,6426.0,11554254.0,771407.0,SC
31370,Cope,45.0,70.0,102.0,712.0,6.0,435.0,882702.0,52201.0,SC
31371,Orangeburg,4621.0,13478.0,7219.0,59676.0,931.0,64092.0,73979481.0,7693767.0,SC
31372,Cordova,46.0,184.0,105.0,759.0,8.0,547.0,940523.0,65630.0,SC
31373,Sumter,15815.0,40760.0,24098.0,236050.0,2462.0,168209.0,292629956.0,20192284.0,SC
31374,Denmark,1276.0,3238.0,2648.0,18272.0,169.0,11554.0,22651669.0,1386995.0,SC
31376,Eastover,273.0,873.0,580.0,4286.0,30.0,2067.0,5312764.0,248185.0,SC
31378,Elgin,527.0,1525.0,1049.0,8674.0,61.0,4197.0,10752750.0,503763.0,SC
31379,Elloree,272.0,721.0,592.0,4056.0,34.0,2336.0,5028437.0,280447.0,SC
31380,Eutawville,95.0,325.0,206.0,1430.0,12.0,823.0,1772546.0,98849.0,SC
31381,Gaston,643.0,1388.0,1387.0,9643.0,47.0,3188.0,11954181.0,382655.0,SC
31382,Pine Ridge,737.0,2138.0,1515.0,10494.0,130.0,8853.0,13009222.0,1062772.0,SC
31383,Swansea,355.0,893.0,734.0,5151.0,40.0,2763.0,6385575.0,331724.0,SC
31384,Gilbert,209.0,824.0,457.0,3185.0,17.0,1128.0,3948046.0,135466.0,SC
31385,Summit,153.0,445.0,333.0,2320.0,0.0,0.0,2875715.0,0.0,SC
31386,Fort Lawn,337.0,951.0,627.0,5651.0,87.0,7422.0,7006050.0,890897.0,SC
31388,Greeleyville,161.0,476.0,301.0,2629.0,12.0,835.0,3259711.0,100196.0,SC
31389,Heath Springs,337.0,774.0,566.0,5037.0,80.0,5476.0,6244603.0,657376.0,SC
31390,Holly Hill,547.0,1725.0,1166.0,7994.0,80.0,5455.0,9909856.0,654842.0,SC
31393,Irmo,4337.0,11851.0,8940.0,62384.0,842.0,57524.0,77337119.0,6905306.0,SC
31394,Jenkinsville,21.0,98.0,41.0,288.0,1.0,89.0,356715.0,10732.0,SC
31395,Kershaw,666.0,2357.0,1053.0,9376.0,199.0,13601.0,11623450.0,1632750.0,SC
31396,Lamar,417.0,991.0,744.0,6804.0,29.0,1953.0,8434692.0,234480.0,SC
31400,Lexington,7818.0,20315.0,15199.0,104607.0,1724.0,117786.0,129680799.0,14139292.0,SC
31403,Little Mountain,105.0,219.0,199.0,1545.0,19.0,1305.0,1915014.0,156619.0,SC
31404,Peak,28.0,45.0,54.0,420.0,5.0,355.0,520997.0,42610.0,SC
31407,Lynchburg,145.0,355.0,260.0,2424.0,14.0,922.0,3004434.0,110710.0,SC
31408,Ehrhardt,203.0,456.0,450.0,3094.0,26.0,1783.0,3835095.0,214031.0,SC
31409,Lodge,53.0,42.0,117.0,818.0,8.0,524.0,1013607.0,62888.0,SC
31411,McBee,343.0,811.0,580.0,5349.0,37.0,2521.0,6631550.0,302626.0,SC
31412,Paxville,70.0,231.0,122.0,1185.0,5.0,340.0,1469019.0,40853.0,SC
31413,Manning,1587.0,4060.0,2656.0,25721.0,127.0,8677.0,31886505.0,1041568.0,SC
31414,Mayesville,302.0,595.0,520.0,5035.0,29.0,1952.0,6242379.0,234333.0,SC
31415,Monetta,86.0,156.0,183.0,1273.0,9.0,629.0,1578722.0,75454.0,SC
31416,Livingston,56.0,157.0,127.0,872.0,5.0,352.0,1081151.0,42196.0,SC
31417,Neeses,133.0,318.0,298.0,2056.0,12.0,829.0,2548428.0,99462.0,SC
31418,Silverstreet,60.0,131.0,115.0,893.0,8.0,558.0,1107469.0,67043.0,SC
31419,Newberry,3656.0,10338.0,5971.0,53882.0,1098.0,83017.0,66796800.0,9965539.0,SC
31420,North,319.0,795.0,682.0,4738.0,28.0,1884.0,5873778.0,226103.0,SC
31422,Woodford,65.0,147.0,140.0,970.0,6.0,386.0,1202397.0,46285.0,SC
31424,Norway,118.0,297.0,259.0,1799.0,14.0,935.0,2230637.0,112274.0,SC
31425,Olanta,216.0,525.0,403.0,3667.0,19.0,1269.0,4545455.0,152283.0,SC
31428,Pelion,218.0,707.0,475.0,3305.0,15.0,1011.0,4096726.0,121422.0,SC
31430,Pinewood,255.0,490.0,455.0,4210.0,21.0,1459.0,5219310.0,175100.0,SC
31431,Pomaria,70.0,139.0,132.0,1019.0,10.0,699.0,1263542.0,83872.0,SC
31433,Prosperity,462.0,1151.0,842.0,6517.0,91.0,6278.0,8078657.0,753601.0,SC
31434,Ridge Spring,269.0,922.0,551.0,3798.0,39.0,2690.0,4708063.0,322873.0,SC
31436,Ridgeway,110.0,402.0,220.0,1532.0,14.0,983.0,1898664.0,118034.0,SC
31438,Rowesville,115.0,277.0,248.0,1723.0,19.0,1292.0,2135817.0,155076.0,SC
31439,St. Matthews,809.0,2034.0,1683.0,11544.0,144.0,9846.0,14311104.0,1181998.0,SC
31440,Perry,82.0,356.0,173.0,1208.0,10.0,650.0,1497027.0,78071.0,SC
31441,Salley,139.0,304.0,291.0,2033.0,16.0,1095.0,2520635.0,131453.0,SC
31442,Saluda,1149.0,3618.0,2331.0,16766.0,162.0,11074.0,20784736.0,1329410.0,SC
31443,Santee,410.0,1184.0,882.0,6105.0,42.0,2851.0,7567846.0,342301.0,SC
31445,Springfield,195.0,496.0,427.0,2970.0,23.0,1544.0,3681895.0,185320.0,SC
31446,Summerton,443.0,1013.0,795.0,5861.0,29.0,1999.0,7265416.0,240001.0,SC
31453,Timmonsville,825.0,2129.0,1386.0,13164.0,57.0,3923.0,16319273.0,470889.0,SC
31454,Turbeville,327.0,1013.0,609.0,5628.0,26.0,1763.0,6977440.0,211612.0,SC
31455,Vance,60.0,101.0,129.0,891.0,6.0,416.0,1104258.0,49947.0,SC
31457,Wagener,306.0,822.0,638.0,4452.0,39.0,2645.0,5519586.0,317557.0,SC
31458,Ward,42.0,121.0,86.0,592.0,6.0,420.0,734405.0,50365.0,SC
31464,South Congaree,954.0,2272.0,1920.0,13368.0,179.0,12203.0,16572774.0,1464926.0,SC
31471,Whitmire,576.0,1444.0,990.0,7649.0,183.0,12633.0,9482050.0,1516526.0,SC
31472,Winnsboro,1262.0,3376.0,2436.0,16839.0,348.0,23763.0,20875472.0,2852588.0,SC
31478,Forest Acres,4964.0,10571.0,9343.0,64151.0,1784.0,121849.0,79527327.0,14627122.0,SC
31481,Arcadia Lakes,406.0,991.0,811.0,5566.0,164.0,11222.0,6899880.0,1347100.0,SC
31497,Spartanburg,15398.0,37570.0,20961.0,190341.0,3667.0,364913.0,235964789.0,43805166.0,SC
31498,Wellford,1044.0,2494.0,1750.0,15705.0,128.0,12756.0,19469387.0,1531320.0,SC
31504,Cowpens,761.0,1772.0,1186.0,10527.0,55.0,5428.0,13049877.0,651616.0,SC
31505,Campobello,202.0,562.0,335.0,2976.0,12.0,1200.0,3689393.0,144111.0,SC
31506,Chesnee,385.0,782.0,609.0,5464.0,38.0,3817.0,6774152.0,458230.0,SC
31507,Clinton,2804.0,8409.0,4578.0,40860.0,941.0,83306.0,50654202.0,10000322.0,SC
31509,Cross Hill,139.0,634.0,236.0,2112.0,22.0,1879.0,2618778.0,225507.0,SC
31510,Greer,10560.0,27739.0,15607.0,138517.0,2732.0,265854.0,171718308.0,31913879.0,SC
31511,Reidville,308.0,827.0,525.0,4583.0,64.0,6348.0,5681950.0,762059.0,SC
31512,Lyman,1407.0,3378.0,2355.0,21135.0,179.0,17790.0,26200640.0,2135565.0,SC
31513,Duncan,1248.0,3283.0,1908.0,16804.0,176.0,17542.0,20831323.0,2105730.0,SC
31514,Gaffney,4814.0,12859.0,7933.0,71193.0,968.0,96295.0,88257732.0,11559526.0,SC
31516,Inman,1016.0,2189.0,1658.0,14877.0,114.0,11341.0,18443417.0,1361347.0,SC
31519,Jonesville,412.0,838.0,743.0,6656.0,92.0,9196.0,8250798.0,1103925.0,SC
31520,Landrum,1008.0,2461.0,1607.0,14596.0,114.0,11323.0,18094203.0,1359275.0,SC
31522,Tryon,800.0,1568.0,1155.0,11053.0,123.0,11018.0,13702636.0,1322637.0,SC
31523,Laurens,3774.0,9046.0,6072.0,54213.0,1433.0,115754.0,67207688.0,13895393.0,SC
31524,Lockhart,200.0,574.0,379.0,3398.0,24.0,1846.0,4212940.0,221625.0,SC
31532,Central Pacolet,77.0,147.0,124.0,1111.0,14.0,1437.0,1376820.0,172540.0,SC
31533,Pacolet,834.0,2369.0,1339.0,11995.0,156.0,15523.0,14869656.0,1863433.0,SC
31538,Union,3458.0,8081.0,5657.0,50583.0,1171.0,80236.0,62707896.0,9631716.0,SC
31539,Waterloo,66.0,120.0,109.0,976.0,12.0,1068.0,1209483.0,128239.0,SC
31545,Woodruff,1574.0,4127.0,2434.0,21776.0,207.0,20339.0,26995567.0,2441533.0,SC
31546,Charleston,53421.0,129888.0,100212.0,689834.0,11405.0,779171.0,855182924.0,93533816.0,SC
31548,North Charleston,38986.0,106113.0,70156.0,482108.0,4568.0,312083.0,597666918.0,37463269.0,SC
31551,Goose Creek,13558.0,40553.0,26421.0,196958.0,1173.0,80122.0,244168227.0,9618101.0,SC
31553,Hanahan,7599.0,20710.0,13983.0,96631.0,1227.0,83811.0,119793091.0,10060922.0,SC
31560,Folly Beach,1316.0,2732.0,2584.0,17818.0,274.0,18731.0,22088358.0,2248464.0,SC
31561,Kiawah Island,799.0,1543.0,1834.0,12759.0,139.0,9496.0,15817411.0,1139890.0,SC
31562,James Island,4831.0,11844.0,10242.0,70368.0,1229.0,83939.0,87234768.0,10076272.0,SC
31570,Mount Pleasant,30456.0,77907.0,63235.0,437885.0,3358.0,229412.0,542843168.0,27539189.0,SC
31571,Awendaw,455.0,1331.0,988.0,6873.0,37.0,2503.0,8519932.0,300471.0,SC
