,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
38319,Rushville,102.0,459.0,188.0,1408.0,33.0,3515.0,2400191.0,421996.0,OH
38322,South Solon,121.0,311.0,207.0,1740.0,29.0,3063.0,2966641.0,367678.0,OH
38323,South Charleston,770.0,1879.0,1063.0,8933.0,371.0,39319.0,15229094.0,4720004.0,OH
38326,Stoutsville,213.0,544.0,349.0,2929.0,51.0,5440.0,4993267.0,653000.0,OH
38327,Sugar Grove,158.0,480.0,285.0,2130.0,54.0,5705.0,3631047.0,684830.0,OH
38333,Washington Court House,6021.0,14115.0,8733.0,73627.0,2069.0,231339.0,125526840.0,27770544.0,OH
38336,Williamsport,312.0,1132.0,547.0,4204.0,91.0,9626.0,7168021.0,1155499.0,OH
38340,Valleyview,221.0,623.0,310.0,2292.0,94.0,9823.0,3908412.0,1179142.0,OH
38342,Bexley,4539.0,13534.0,7180.0,53045.0,3718.0,389628.0,90436745.0,46772017.0,OH
38352,Upper Arlington,13673.0,34675.0,20729.0,153230.0,9056.0,949100.0,261241377.0,113932549.0,OH
38353,Marble Cliff,299.0,556.0,417.0,3081.0,204.0,21416.0,5251949.0,2570789.0,OH
38354,Grandview Heights,3025.0,7191.0,3995.0,29537.0,1986.0,208179.0,50358015.0,24990366.0,OH
38356,Whitehall,7720.0,18596.0,9820.0,72570.0,4828.0,506021.0,123724402.0,60744162.0,OH
38400,Marion,12765.0,36568.0,16007.0,133019.0,7226.0,757371.0,226783601.0,90916828.0,OH
38401,Waldo,151.0,358.0,264.0,2051.0,46.0,4858.0,3497340.0,583127.0,OH
38402,Green Camp,141.0,349.0,248.0,1920.0,30.0,3139.0,3272934.0,376780.0,OH
38403,Belle Center,334.0,793.0,544.0,4568.0,120.0,12732.0,7788237.0,1528340.0,OH
38404,Bellefontaine,5507.0,13211.0,6906.0,58133.0,2588.0,289364.0,99111354.0,34735995.0,OH
38405,Zanesfield,93.0,302.0,166.0,1383.0,15.0,1633.0,2358596.0,196017.0,OH
38406,Caledonia,232.0,683.0,394.0,3056.0,68.0,7092.0,5210086.0,851358.0,OH
38407,Fulton,96.0,224.0,166.0,1287.0,25.0,2632.0,2194999.0,315897.0,OH
38408,Cardington,778.0,2009.0,1338.0,10380.0,202.0,21215.0,17695962.0,2546746.0,OH
38409,Vanlue,144.0,312.0,256.0,1892.0,47.0,4917.0,3225112.0,590262.0,OH
38410,Carey,1403.0,3482.0,2237.0,16542.0,595.0,62494.0,28201587.0,7501934.0,OH
38412,De Graff,484.0,1399.0,824.0,6870.0,55.0,5857.0,11712750.0,703111.0,OH
38414,Edison,163.0,415.0,247.0,2069.0,62.0,6468.0,3528028.0,776464.0,OH
38415,Mount Gilead,1412.0,3407.0,2136.0,17870.0,532.0,55856.0,30465990.0,6705092.0,OH
38418,Upper Sandusky,3012.0,6917.0,4288.0,31790.0,1339.0,140510.0,54198903.0,16867215.0,OH
38419,Harpster,83.0,197.0,136.0,1054.0,21.0,2180.0,1797480.0,261715.0,OH
38420,Huntsville,183.0,535.0,298.0,2503.0,66.0,6975.0,4266599.0,837265.0,OH
38422,Kenton,3219.0,7719.0,4775.0,35283.0,1624.0,172298.0,60153468.0,20683164.0,OH
38423,Kirby,55.0,120.0,101.0,744.0,12.0,1274.0,1267715.0,152968.0,OH
38424,Lakeview,367.0,1187.0,460.0,3859.0,218.0,23175.0,6579047.0,2781988.0,OH
38425,La Rue,298.0,718.0,523.0,4050.0,62.0,6622.0,6904834.0,794883.0,OH
38426,Marengo,137.0,345.0,264.0,1953.0,23.0,2439.0,3330263.0,292769.0,OH
38428,Morral,157.0,425.0,278.0,2154.0,55.0,5799.0,3672117.0,696103.0,OH
38432,Mount Victory,249.0,591.0,431.0,3294.0,63.0,7272.0,5615951.0,872952.0,OH
38433,Ridgeway,122.0,357.0,216.0,1654.0,28.0,3182.0,2819438.0,381986.0,OH
38434,New Bloomington,195.0,382.0,342.0,2650.0,41.0,4333.0,4518760.0,520199.0,OH
38435,Prospect,474.0,1152.0,832.0,6455.0,146.0,15285.0,11004369.0,1834809.0,OH
38437,Quincy,253.0,579.0,430.0,3589.0,29.0,3060.0,6118601.0,367297.0,OH
38438,Richwood,927.0,2449.0,1617.0,13113.0,218.0,23112.0,22356403.0,2774387.0,OH
38440,Rushsylvania,212.0,620.0,393.0,3001.0,40.0,4292.0,5116483.0,515236.0,OH
38442,Russells Point,497.0,1113.0,603.0,5069.0,244.0,25868.0,8642036.0,3105324.0,OH
38444,Marseilles,51.0,96.0,93.0,690.0,11.0,1183.0,1177164.0,142042.0,OH
38447,West Liberty,721.0,1725.0,1146.0,9580.0,186.0,19708.0,16332757.0,2365834.0,OH
38448,West Mansfield,300.0,755.0,554.0,4234.0,57.0,6056.0,7219148.0,726977.0,OH
38449,Wharton,152.0,399.0,278.0,2058.0,34.0,3527.0,3508854.0,423393.0,OH
38450,Valley Hi,153.0,267.0,271.0,2260.0,25.0,2668.0,3853152.0,320226.0,OH
38452,Tontogany,149.0,452.0,214.0,1710.0,66.0,6914.0,2915353.0,829973.0,OH
38453,Portage,169.0,427.0,263.0,1967.0,57.0,6009.0,3353938.0,721386.0,OH
38454,Haskins,422.0,1435.0,554.0,4439.0,237.0,24806.0,7568345.0,2977765.0,OH
38455,Waterville,1889.0,5496.0,2392.0,19152.0,1199.0,125942.0,32651433.0,15118476.0,OH
38456,Bowling Green,11139.0,31641.0,12155.0,93310.0,4815.0,504700.0,159084392.0,60585538.0,OH
38458,Bradner,432.0,959.0,601.0,4793.0,207.0,21757.0,8172119.0,2611794.0,OH
38459,Burgoon,69.0,166.0,111.0,828.0,22.0,2353.0,1411861.0,282442.0,OH
38460,Clyde,2388.0,6282.0,3019.0,24127.0,1433.0,150424.0,41134584.0,18057310.0,OH
38461,Clay Center,114.0,337.0,164.0,1313.0,60.0,6294.0,2239225.0,755525.0,OH
38462,Northwood,2180.0,5337.0,2695.0,21579.0,1429.0,149975.0,36790394.0,18003385.0,OH
38463,Oregon,8109.0,20137.0,10079.0,80689.0,4242.0,445157.0,137566397.0,53437824.0,OH
38464,Jerry City,170.0,535.0,262.0,1962.0,65.0,6771.0,3344915.0,812750.0,OH
38465,Cygnet,225.0,750.0,345.0,2582.0,96.0,10086.0,4402565.0,1210803.0,OH
38466,Elmore,518.0,1261.0,739.0,5915.0,169.0,17707.0,10083859.0,2125577.0,OH
38467,Fremont,6808.0,16388.0,8321.0,61932.0,4259.0,446969.0,105586890.0,53655395.0,OH
38469,Genoa,930.0,2352.0,1225.0,9808.0,538.0,56513.0,16721586.0,6783915.0,OH
38470,Gibsonburg,951.0,2717.0,1287.0,10264.0,503.0,52746.0,17499631.0,6331801.0,OH
38471,Rocky Ridge,157.0,520.0,223.0,1788.0,51.0,5354.0,3049005.0,642700.0,OH
38472,Harbor View,46.0,52.0,60.0,478.0,24.0,2541.0,814516.0,305017.0,OH
38473,Helena,92.0,282.0,149.0,1111.0,30.0,3158.0,1894866.0,379067.0,OH
38475,Kelleys Island,245.0,158.0,303.0,2534.0,130.0,13682.0,4319468.0,1642441.0,OH
38476,Marblehead,377.0,881.0,457.0,3834.0,173.0,18137.0,6536995.0,2177188.0,OH
38477,Lindsey,192.0,547.0,286.0,2227.0,56.0,5925.0,3797517.0,711263.0,OH
38478,Luckey,366.0,913.0,497.0,3975.0,156.0,16412.0,6777608.0,1970125.0,OH
38480,Walbridge,1647.0,3072.0,1782.0,14268.0,917.0,96213.0,24325171.0,11549713.0,OH
38482,Millbury,472.0,1229.0,617.0,4943.0,231.0,24248.0,8427728.0,2910749.0,OH
38485,Oak Harbor,1143.0,2741.0,1418.0,11350.0,667.0,70031.0,19349961.0,8406752.0,OH
38487,Pemberville,527.0,1620.0,799.0,6375.0,200.0,20954.0,10869535.0,2515363.0,OH
38489,Port Clinton,2769.0,6004.0,3166.0,26530.0,1673.0,175575.0,45230142.0,21076538.0,OH
38490,Put-in-Bay,51.0,103.0,73.0,613.0,19.0,2947.0,1045374.0,353713.0,OH
38491,Risingsun,240.0,639.0,334.0,2661.0,115.0,12076.0,4535985.0,1449692.0,OH
38492,West Millgrove,62.0,123.0,85.0,638.0,22.0,2309.0,1087325.0,277212.0,OH
38493,Toledo,118052.0,280854.0,124298.0,995126.0,73326.0,7695599.0,1696584128.0,923800461.0,OH
38495,Rossford,2556.0,6514.0,3060.0,24496.0,1531.0,160696.0,41762695.0,19290385.0,OH
38498,Wayne,352.0,1039.0,489.0,3899.0,169.0,17699.0,6647881.0,2124650.0,OH
38500,Woodville,823.0,2078.0,1088.0,8710.0,415.0,43579.0,14850170.0,5231341.0,OH
38502,Stryker,491.0,1144.0,760.0,6080.0,401.0,61819.0,10365703.0,7420890.0,OH
38503,Archbold,1633.0,4368.0,2063.0,16517.0,1978.0,304534.0,28159203.0,36557074.0,OH
38504,Metamora,208.0,592.0,300.0,2399.0,70.0,7324.0,4089759.0,879146.0,OH
38505,Berkey,110.0,313.0,156.0,1245.0,21.0,2162.0,2123062.0,259488.0,OH
38506,Blakeslee,45.0,66.0,70.0,559.0,22.0,3395.0,953315.0,407587.0,OH
38507,Bryan,3765.0,8480.0,5079.0,40748.0,3633.0,559423.0,69470999.0,67154593.0,OH
38508,Hoytville,104.0,330.0,159.0,1189.0,44.0,4645.0,2027497.0,557607.0,OH
38509,Milton Center,59.0,196.0,83.0,661.0,23.0,2394.0,1127014.0,287369.0,OH
38510,Custar,75.0,118.0,106.0,844.0,29.0,3057.0,1439110.0,366948.0,OH
38511,Defiance,6997.0,16725.0,10114.0,79384.0,734.0,117453.0,135340889.0,14099354.0,OH
38512,McClure,293.0,611.0,454.0,3624.0,102.0,9557.0,6177887.0,1147207.0,OH
38513,Delta,1375.0,3271.0,1608.0,12877.0,835.0,87658.0,21954036.0,10522643.0,OH
38515,Deshler,699.0,1750.0,1172.0,8765.0,278.0,35031.0,14943646.0,4205214.0,OH
38516,Edgerton,840.0,2162.0,1232.0,9864.0,722.0,111237.0,16816471.0,13353239.0,OH
38517,Edon,329.0,818.0,516.0,4127.0,163.0,25058.0,7035466.0,3007989.0,OH
38519,Morenci,879.0,2525.0,1208.0,7837.0,304.0,42439.0,10229371.0,5094495.0,OH
38520,Fayette,524.0,1461.0,762.0,6097.0,396.0,61020.0,10394230.0,7325029.0,OH
38521,Grand Rapids,396.0,971.0,566.0,4528.0,175.0,18309.0,7720286.0,2197893.0,OH
38522,Hamler,234.0,647.0,392.0,2933.0,93.0,11722.0,5000598.0,1407192.0,OH
38524,Hicksville,1483.0,3110.0,2380.0,17593.0,1189.0,183131.0,29993982.0,21983596.0,OH
38525,Holgate,416.0,1080.0,637.0,5091.0,67.0,8179.0,8679595.0,981871.0,OH
38527,Holland,727.0,1747.0,804.0,6438.0,396.0,41584.0,10975462.0,4991891.0,OH
38529,Liberty Center,480.0,1159.0,798.0,6386.0,287.0,44144.0,10887922.0,5299199.0,OH
38530,Lyons,241.0,465.0,368.0,2948.0,52.0,5451.0,5025177.0,654388.0,OH
38533,Malinta,107.0,328.0,165.0,1318.0,37.0,3475.0,2246505.0,417166.0,OH
38535,Maumee,5815.0,14018.0,6759.0,54110.0,3749.0,393463.0,92252292.0,47232309.0,OH
38539,Whitehouse,1590.0,4378.0,2027.0,16230.0,987.0,103577.0,27669788.0,12433606.0,OH
38540,Holiday City,18.0,36.0,27.0,214.0,14.0,2079.0,364059.0,249583.0,OH
38541,West Unity,713.0,1777.0,1038.0,8303.0,560.0,86299.0,14156330.0,10359585.0,OH
38542,Montpelier,1641.0,4024.0,2277.0,18220.0,1869.0,287823.0,31062554.0,34551007.0,OH
38543,Florida,99.0,241.0,164.0,1309.0,7.0,1131.0,2231388.0,135814.0,OH
38544,Napoleon,3671.0,8659.0,4993.0,40030.0,3481.0,534189.0,68247640.0,64125429.0,OH
38545,New Bavaria,40.0,119.0,61.0,487.0,6.0,782.0,830222.0,93918.0,OH
38546,Ney,131.0,282.0,237.0,1896.0,55.0,8546.0,3232409.0,1025842.0,OH
38552,Perrysburg,8505.0,21367.0,10121.0,81029.0,5209.0,546644.0,138145481.0,65620632.0,OH
38553,Pioneer,622.0,1814.0,997.0,7977.0,340.0,52384.0,13600473.0,6288310.0,OH
38555,Sherwood,339.0,778.0,627.0,4693.0,15.0,2340.0,8000267.0,280931.0,OH
38557,Swanton,1376.0,3755.0,1761.0,14096.0,773.0,81147.0,24031436.0,9741097.0,OH
38559,Sylvania,7807.0,18882.0,9253.0,74063.0,4797.0,503451.0,126268990.0,60435652.0,OH
38563,Wauseon,2806.0,7059.0,3535.0,28304.0,2980.0,458882.0,48255724.0,55085480.0,OH
38564,Weston,636.0,1630.0,893.0,7119.0,246.0,25780.0,12137075.0,3094739.0,OH
38573,Ottawa Hills,1610.0,4497.0,2137.0,17111.0,1304.0,136819.0,29172847.0,16424088.0,OH
38583,Lambertville,3863.0,9528.0,5336.0,34551.0,1987.0,250536.0,45097014.0,30074987.0,OH
38604,South Zanesville,829.0,2134.0,1258.0,9297.0,398.0,41667.0,15851156.0,5001874.0,OH
38605,Zanesville,11039.0,25467.0,15057.0,111236.0,5391.0,563777.0,189645595.0,67677263.0,OH
38606,Barnesville,1747.0,3923.0,2945.0,22004.0,660.0,69373.0,37514226.0,8327764.0,OH
38607,Fairview,36.0,82.0,58.0,425.0,6.0,647.0,724627.0,77662.0,OH
38608,Beallsville,148.0,432.0,249.0,1860.0,53.0,6064.0,3171119.0,727992.0,OH
38609,Wilson,54.0,117.0,94.0,700.0,18.0,2076.0,1193691.0,249152.0,OH
38610,Morristown,113.0,271.0,232.0,1731.0,17.0,1815.0,2951775.0,217847.0,OH
38611,Belmont,169.0,430.0,273.0,2042.0,77.0,8070.0,3481404.0,968701.0,OH
38612,Bethesda,518.0,1194.0,836.0,6248.0,235.0,24690.0,10651820.0,2963870.0,OH
38614,Philo,248.0,872.0,410.0,3064.0,85.0,8855.0,5223097.0,1062960.0,OH
38615,Byesville,913.0,2179.0,1387.0,10245.0,304.0,31955.0,17467291.0,3835983.0,OH
38616,Belle Valley,94.0,267.0,132.0,978.0,37.0,3867.0,1667454.0,464178.0,OH
38617,Sarahsville,50.0,177.0,82.0,613.0,14.0,1448.0,1045010.0,173780.0,OH
38618,Macksburg,71.0,191.0,106.0,783.0,30.0,3442.0,1334884.0,413187.0,OH
38619,Dexter City,43.0,107.0,68.0,503.0,11.0,1277.0,858085.0,153261.0,OH
38620,Caldwell,792.0,1781.0,1119.0,8260.0,311.0,32657.0,14082411.0,3920196.0,OH
38621,Old Washington,112.0,351.0,181.0,1333.0,30.0,3159.0,2273446.0,379162.0,OH
38623,Cambridge,4525.0,10495.0,6065.0,44796.0,2223.0,233537.0,76372012.0,28034412.0,OH
38624,Chesterhill,96.0,398.0,157.0,1160.0,26.0,2954.0,1977756.0,354562.0,OH
38625,Hemlock,61.0,211.0,101.0,754.0,20.0,2128.0,1285517.0,255418.0,OH
38626,Corning,212.0,358.0,386.0,2849.0,68.0,7135.0,4857753.0,856509.0,OH
38627,Rendville,22.0,34.0,41.0,302.0,7.0,757.0,515216.0,90842.0,OH
38628,Crooksville,992.0,2546.0,1548.0,11436.0,426.0,44606.0,19496937.0,5354667.0,OH
38629,Cumberland,133.0,409.0,233.0,1721.0,36.0,3731.0,2933959.0,447934.0,OH
38632,Glenford,60.0,184.0,106.0,795.0,19.0,1989.0,1355028.0,238724.0,OH
38634,Jerusalem,58.0,145.0,97.0,721.0,20.0,2352.0,1229618.0,282282.0,OH
38635,Junction City,290.0,913.0,479.0,3579.0,96.0,10099.0,6101679.0,1212337.0,OH
38636,Lewisville,87.0,236.0,110.0,919.0,41.0,4676.0,1567410.0,561368.0,OH
38637,Stafford,30.0,101.0,44.0,328.0,12.0,1328.0,559845.0,159457.0,OH
38639,Lore City,94.0,289.0,156.0,1150.0,29.0,3029.0,1960714.0,363562.0,OH
38640,McConnelsville,762.0,1899.0,1139.0,8416.0,289.0,30414.0,14349126.0,3651033.0,OH
38641,Malta,267.0,837.0,399.0,2951.0,101.0,10663.0,5030441.0,1279960.0,OH
38642,Stockport,157.0,549.0,257.0,1898.0,42.0,4833.0,3236329.0,580193.0,OH
38645,Fultonham,64.0,120.0,121.0,901.0,18.0,1874.0,1535841.0,225012.0,OH
38646,New Concord,605.0,2604.0,1049.0,7746.0,158.0,16522.0,13206031.0,1983384.0,OH
38647,New Lexington,1848.0,4992.0,2840.0,21218.0,835.0,87790.0,36173874.0,10538561.0,OH
38648,New Straitsville,313.0,842.0,516.0,3855.0,103.0,10878.0,6572431.0,1305870.0,OH
38649,Shawnee,237.0,541.0,391.0,2920.0,78.0,8241.0,4979115.0,989296.0,OH
38651,Norwich,45.0,93.0,79.0,582.0,12.0,1242.0,992668.0,149087.0,OH
38654,Pleasant City,161.0,478.0,281.0,2076.0,43.0,4502.0,3539680.0,540411.0,OH
38655,Quaker City,169.0,332.0,268.0,1981.0,29.0,3015.0,3376761.0,361907.0,OH
38657,Batesville,27.0,98.0,45.0,335.0,8.0,792.0,571490.0,95036.0,OH
38659,Roseville,678.0,2128.0,1084.0,8041.0,268.0,28056.0,13708879.0,3367965.0,OH
38660,Salesville,42.0,103.0,67.0,493.0,7.0,750.0,840567.0,90088.0,OH
38664,Senecaville,144.0,428.0,239.0,1762.0,44.0,4641.0,3004548.0,557113.0,OH
38666,Somerset,588.0,1499.0,1072.0,8008.0,152.0,15945.0,13652609.0,1914036.0,OH
38669,Summerfield,98.0,232.0,162.0,1207.0,27.0,2850.0,2057363.0,342129.0,OH
38670,Miltonsburg,19.0,65.0,32.0,237.0,7.0,774.0,404479.0,92856.0,OH
38671,Antioch,32.0,121.0,47.0,352.0,12.0,1426.0,600810.0,171125.0,OH
38672,Woodsfield,1126.0,2370.0,1409.0,11828.0,523.0,60166.0,20166266.0,7222546.0,OH
38673,Adamsville,51.0,168.0,94.0,693.0,13.0,1344.0,1181822.0,161320.0,OH
38674,Baltic,276.0,761.0,407.0,3004.0,138.0,14480.0,5121299.0,1738266.0,OH
38675,Conesville,109.0,349.0,198.0,1463.0,24.0,2494.0,2493660.0,299328.0,OH
38676,Plainfield,57.0,147.0,103.0,761.0,12.0,1298.0,1298069.0,155815.0,OH
38677,Coshocton,4869.0,11190.0,6465.0,47765.0,2352.0,247176.0,81434481.0,29671616.0,OH
38678,Dresden,649.0,1531.0,1153.0,8516.0,268.0,28071.0,14519329.0,3369773.0,OH
38679,Frazeysburg,566.0,1754.0,985.0,7273.0,198.0,20719.0,12400024.0,2487181.0,OH
38680,West Lafayette,931.0,2272.0,1533.0,11323.0,342.0,35923.0,19303853.0,4312344.0,OH
38683,Stone Creek,58.0,170.0,96.0,711.0,12.0,1379.0,1211569.0,165566.0,OH
38684,Newcomerstown,1452.0,3740.0,2300.0,16990.0,653.0,68653.0,28966545.0,8241245.0,OH
38687,Port Washington,209.0,519.0,344.0,2544.0,47.0,5433.0,4337241.0,652169.0,OH
38689,Nellie,46.0,96.0,78.0,578.0,10.0,1106.0,985580.0,132717.0,OH
38690,Warsaw,260.0,683.0,410.0,3031.0,73.0,7650.0,5168222.0,918323.0,OH
38694,Harrisville,85.0,253.0,154.0,1153.0,12.0,1309.0,1965891.0,157122.0,OH
38695,Adena,290.0,743.0,556.0,4157.0,30.0,3195.0,7087471.0,383573.0,OH
38696,Amsterdam,190.0,440.0,350.0,2584.0,61.0,6361.0,4405223.0,763563.0,OH
38697,Bridgeport,808.0,1769.0,1321.0,9868.0,325.0,34145.0,16823762.0,4098876.0,OH
38698,Bellaire,1810.0,4189.0,2473.0,18272.0,1032.0,108414.0,31151424.0,13014312.0,OH
38699,Wheeling,12715.0,27758.0,16228.0,135476.0,8242.0,818916.0,230972597.0,98304878.0,OH
38700,McMechen,809.0,1665.0,1105.0,9219.0,567.0,56342.0,15717583.0,6763460.0,OH
38701,Benwood,630.0,1385.0,786.0,6556.0,399.0,39615.0,11176660.0,4755521.0,OH
38702,Holloway,116.0,315.0,215.0,1605.0,24.0,2494.0,2736035.0,299414.0,OH
38703,New Athens,105.0,291.0,190.0,1420.0,16.0,1724.0,2420898.0,207007.0,OH
38704,Deersville,40.0,41.0,65.0,488.0,9.0,908.0,832026.0,108957.0,OH
38705,Cadiz,1229.0,3268.0,1953.0,14588.0,498.0,52372.0,24871314.0,6286912.0,OH
38708,Hopedale,355.0,1034.0,619.0,4626.0,97.0,10157.0,7886264.0,1219317.0,OH
38709,Bergholz,258.0,782.0,475.0,3507.0,82.0,8634.0,5979856.0,1036496.0,OH
38710,Bloomingdale,71.0,197.0,148.0,1092.0,13.0,1402.0,1862436.0,168260.0,OH
38711,Martins Ferry,3026.0,6813.0,4505.0,33288.0,1517.0,159447.0,56753164.0,19140435.0,OH
38712,Brookside,261.0,720.0,419.0,3131.0,94.0,9898.0,5338644.0,1188169.0,OH
38715,Wellsburg,1355.0,2720.0,1576.0,13782.0,726.0,72176.0,23496783.0,8664239.0,OH
38716,Clarington,144.0,409.0,236.0,1764.0,38.0,4366.0,3006963.0,524063.0,OH
38717,Powhatan Point,668.0,1603.0,1207.0,9014.0,206.0,23728.0,15367610.0,2848381.0,OH
38718,Mount Pleasant,188.0,512.0,363.0,2715.0,18.0,1911.0,4629628.0,229433.0,OH
38719,Dillonvale,280.0,645.0,547.0,4044.0,23.0,2412.0,6895423.0,289571.0,OH
38720,Smithfield,340.0,827.0,665.0,4910.0,27.0,2851.0,8370588.0,342248.0,OH
38721,East Liverpool,4478.0,10919.0,6160.0,45514.0,2576.0,270692.0,77596840.0,32494626.0,OH
38722,Ohioville,1374.0,3478.0,2377.0,16012.0,458.0,36190.0,27298710.0,4344372.0,OH
38723,Empire,121.0,242.0,243.0,1792.0,28.0,2986.0,3055363.0,358467.0,OH
38724,Irondale,127.0,322.0,239.0,1763.0,28.0,2899.0,3004962.0,348010.0,OH
38725,Salineville,522.0,1119.0,891.0,6904.0,158.0,16607.0,11770255.0,1993567.0,OH
38727,Wellsville,1519.0,3436.0,1972.0,14595.0,824.0,86610.0,24883181.0,10396953.0,OH
38730,Yorkville,485.0,1127.0,719.0,5340.0,242.0,25447.0,9104933.0,3054710.0,OH
38732,Steubenville,7362.0,18305.0,10571.0,78101.0,4122.0,432557.0,133153723.0,51925320.0,OH
38733,New Alexandria,102.0,252.0,172.0,1274.0,44.0,4636.0,2172546.0,556476.0,OH
38734,Mingo Junction,1442.0,3253.0,2204.0,16282.0,801.0,84026.0,27759282.0,10086685.0,OH
38736,Follansbee,1277.0,2905.0,1583.0,13838.0,758.0,75293.0,23591916.0,9038416.0,OH
38740,Tiltonsville,581.0,1297.0,813.0,6005.0,344.0,36189.0,10237986.0,4344246.0,OH
38742,Rayland,158.0,412.0,249.0,1845.0,70.0,7372.0,3145202.0,885014.0,OH
38743,Beech Bottom,229.0,604.0,314.0,2732.0,116.0,11504.0,4658366.0,1380953.0,OH
38745,Richmond,203.0,390.0,421.0,3112.0,38.0,3993.0,5305776.0,479344.0,OH
38746,Wintersville,1658.0,4077.0,2793.0,20635.0,594.0,62373.0,35179920.0,7487409.0,OH
38747,Summitville,49.0,123.0,83.0,642.0,15.0,1546.0,1095371.0,185527.0,OH
38750,Shadyside,1635.0,3637.0,2481.0,18535.0,909.0,95514.0,31600883.0,11465712.0,OH
38751,Moundsville,3975.0,8858.0,5929.0,49467.0,2189.0,217548.0,84336086.0,26115005.0,OH
38753,Glen Dale,642.0,1495.0,873.0,7283.0,442.0,43930.0,12417180.0,5273520.0,OH
38756,St. Clairsville,2353.0,5117.0,3835.0,28653.0,1093.0,114879.0,48850261.0,13790367.0,OH
38758,Weirton,8740.0,19307.0,9630.0,84200.0,5609.0,557379.0,143552067.0,66909304.0,OH
38764,Stratton,130.0,333.0,260.0,1918.0,30.0,3193.0,3270137.0,383307.0,OH
38773,Toronto,2233.0,5087.0,3302.0,24394.0,1127.0,118262.0,41588383.0,14196523.0,OH
38774,New Cumberland,522.0,1090.0,679.0,5935.0,242.0,24013.0,10118588.0,2882601.0,OH
38781,Freeport,123.0,396.0,200.0,1497.0,26.0,2784.0,2552485.0,334257.0,OH
38785,Flushing,323.0,868.0,598.0,4468.0,66.0,6945.0,7617981.0,833663.0,OH
38786,Scio,282.0,981.0,459.0,3425.0,80.0,8454.0,5839706.0,1014785.0,OH
38787,Jewett,281.0,714.0,490.0,3657.0,76.0,8030.0,6234278.0,963899.0,OH
38789,South Amherst,641.0,1723.0,856.0,7178.0,326.0,34412.0,12237510.0,4130879.0,OH
38790,Amherst,4683.0,12058.0,5512.0,46257.0,739.0,115425.0,78863009.0,13855935.0,OH
38791,Vermilion,4570.0,10491.0,5361.0,44962.0,1443.0,167832.0,76655919.0,20147062.0,OH
38792,Lorain,25058.0,63714.0,27838.0,233491.0,10246.0,1168968.0,398078079.0,140326049.0,OH
38793,Andover,418.0,1056.0,561.0,4683.0,84.0,11402.0,7984667.0,1368773.0,OH
38794,South Shenango,899.0,2139.0,1567.0,11891.0,196.0,18245.0,20273679.0,2190122.0,OH
38795,Conneaut,565.0,1383.0,786.0,5423.0,237.0,22085.0,10450603.0,2651084.0,OH
38796,North Shenango,608.0,1349.0,927.0,6400.0,99.0,9201.0,12332956.0,1104492.0,OH
38797,North Kingsville,1145.0,2859.0,1286.0,10638.0,659.0,83421.0,18137110.0,10014036.0,OH
38798,Ashtabula,7602.0,18540.0,7637.0,63163.0,4109.0,519999.0,107686549.0,62422042.0,OH
38799,Avon,7798.0,22289.0,9687.0,80814.0,4960.0,521184.0,137778651.0,62564354.0,OH
38800,Sheffield,1650.0,4045.0,2157.0,17996.0,892.0,93735.0,30682114.0,11252225.0,OH
38801,North Ridgeville,12249.0,31832.0,15670.0,130796.0,6979.0,746797.0,222993238.0,89647512.0,OH
38802,Westlake,13775.0,32408.0,14654.0,121194.0,8900.0,980145.0,206622259.0,117659218.0,OH
38803,Avon Lake,9060.0,23221.0,10602.0,87683.0,5660.0,594732.0,149490139.0,71393261.0,OH
38804,Sheffield Lake,3575.0,9055.0,4252.0,35594.0,2252.0,236605.0,60684777.0,28402672.0,OH
38807,Bay Village,6045.0,15414.0,6783.0,56097.0,4480.0,481379.0,95639531.0,57785971.0,OH
38810,Olmsted Falls,3628.0,8889.0,3666.0,30512.0,2421.0,256964.0,52019761.0,30846610.0,OH
38811,Strongsville,17598.0,44622.0,21008.0,174165.0,10341.0,1086593.0,296932646.0,130437526.0,OH
38812,Berea,7198.0,18949.0,6545.0,54129.0,4529.0,488237.0,92284559.0,58609325.0,OH
38813,Middleburg Heights,6829.0,15724.0,5988.0,49521.0,3339.0,376497.0,84428411.0,45195666.0,OH
38814,Brook Park,7611.0,18875.0,7362.0,60882.0,5027.0,607345.0,103797258.0,72907291.0,OH
38815,Cleveland,167049.0,389165.0,144039.0,1114033.0,114582.0,14484997.0,1899308439.0,1738818014.0,OH
38816,Burton,630.0,1217.0,899.0,7432.0,238.0,24986.0,12671599.0,2999355.0,OH
38817,South Russell,1450.0,3839.0,1934.0,15996.0,1139.0,144140.0,27272178.0,17302993.0,OH
38818,Chagrin Falls,1840.0,4056.0,2002.0,16557.0,1494.0,189109.0,28228433.0,22701185.0,OH
38819,Warrensville Heights,6114.0,13293.0,5264.0,43530.0,3122.0,395316.0,74214508.0,47454821.0,OH
38820,Orange,1295.0,3288.0,1613.0,13341.0,1106.0,139976.0,22745338.0,16803155.0,OH
38821,Hunting Valley,303.0,787.0,423.0,3501.0,257.0,32544.0,5968343.0,3906653.0,OH
38822,Solon,8340.0,23085.0,10895.0,90509.0,7362.0,932061.0,154308776.0,111887124.0,OH
38823,Moreland Hills,1277.0,3297.0,1778.0,14705.0,1147.0,145206.0,25070664.0,17430974.0,OH
