city,state_abbr,r_housing_units,r_total_pop,r_elec_1kdollars,r_elec_mwh,r_gas_1kdollars,r_gas_mcf,r_elec_lb_ghg,r_gas_lb_ghg,r_elec_class,r_gas_class,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Van Etten,NY,679.0,1498.0,714.0,5749.0,224.0,22895.0,10351639.0,2748352.0,1,1,2606.267391,4514.735879999998,20.0,97.0,914.0,37.0,6313.0,1646174.0,757793.0,1.0,1.0,1866.9046248320856,5766.364421416234,38.0,142.0,2350.0,61.0,10236.0,4230446.0,1228782.0,1.0,1.0
Varick,NY,662.0,2760.0,724.0,5829.0,116.0,11830.0,10495712.0,1420134.0,1,1,7901.091289,10412.77468,18.0,103.0,972.0,0.0,9.0,1749367.0,1119.0,1.0,1.0,19629.576844218347,117955.84386909027,113.0,285.0,4725.0,122.0,20584.0,8507170.0,2471005.0,1.0,1.0
Venango,NY,821.0,2343.0,1142.0,7577.0,317.0,42210.0,14602275.0,5066942.0,1,1,2048.517723,3425.21439,34.0,194.0,1929.0,65.0,9145.0,3718332.0,1097801.0,1.0,1.0,1089.8026970598648,3722.86917093759,50.0,1082.0,15626.0,521.0,70374.0,30112760.0,8447897.0,1.0,1.0
Venice,NY,421.0,1130.0,486.0,3907.0,72.0,7332.0,7035393.0,880122.0,1,1,6572.997949000001,11252.0055,19.0,123.0,1150.0,0.0,2.0,2071261.0,194.0,1.0,1.0,,,,,,,,,,,
Vernon,NY,10360.0,29529.0,14125.0,102755.0,2217.0,269321.0,195942107.0,32330008.0,3,1,6221.92,10168.81,42.0,4343.0,37113.0,47.0,7021.0,71514431.0,842786.0,3.0,1.0,15975.679413916774,79784.30476166101,133.0,652.0,9084.0,308.0,49694.0,16676592.0,5965423.0,1.0,1.0
Verona,NY,2340.0,6304.0,2646.0,20321.0,521.0,60581.0,36589542.0,7272270.0,1,1,61144.44123,108106.749,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,2365.2903625658505,11559.277347381467,42.0,360.0,5971.0,154.0,26013.0,10750927.0,3122730.0,1.0,1.0
Vestal,NY,8776.0,28011.0,9374.0,75438.0,5123.0,522856.0,135830470.0,62765085.0,2,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,92.0,452.0,7500.0,193.0,32675.0,13504127.0,3922428.0,1.0,1.0
Veteran,NY,1306.0,3286.0,1371.0,10745.0,606.0,61892.0,19346601.0,7429629.0,1,1,36761.81999,64886.27918,50.0,1366.0,12632.0,178.0,30703.0,22743942.0,3685690.0,2.0,2.0,960.1289634327028,2884.9698334617437,56.0,178.0,2955.0,76.0,12874.0,5320445.0,1545384.0,1.0,1.0
Victor,NY,5722.0,13806.0,6870.0,48946.0,3459.0,429634.0,88130536.0,51574386.0,1,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,114.0,2387.0,39575.0,1021.0,172417.0,71256985.0,20697408.0,2.0,2.0
Victory,NY,502.0,1443.0,635.0,4667.0,84.0,9707.0,8403445.0,1165243.0,1,1,1612.226369,3175.722569,10.0,59.0,481.0,0.0,0.0,866108.0,5.0,1.0,1.0,,,,,,,,,,,
Vienna,NY,2195.0,5460.0,2367.0,18176.0,313.0,36360.0,32726934.0,4364697.0,1,1,34532.27652,53816.29825,80.0,525.0,4990.0,0.0,5.0,8985147.0,587.0,1.0,1.0,844.7465580592324,4128.313338350525,17.0,331.0,5494.0,142.0,23937.0,9892644.0,2873432.0,1.0,1.0
Villenova,NY,393.0,1094.0,399.0,3119.0,104.0,14155.0,5616629.0,1699230.0,1,1,1027.44946,1114.591608,69.0,584.0,5535.0,114.0,21266.0,9965279.0,2552817.0,1.0,1.0,,,,,,,,,,,
Virgil,NY,940.0,2394.0,1056.0,8243.0,157.0,16047.0,14842371.0,1926325.0,1,1,3488.5704950000004,6718.906706000002,48.0,1109.0,10501.0,0.0,69.0,18907374.0,8328.0,2.0,1.0,1917.3669523533206,13219.564846546316,28.0,171.0,2834.0,73.0,12347.0,5102897.0,1482195.0,1.0,1.0
Volney,NY,2039.0,5954.0,2473.0,18992.0,788.0,91612.0,34195566.0,10997317.0,1,1,20753.40239,33696.43414,68.0,1827.0,17372.0,258.0,51364.0,31279960.0,6165871.0,2.0,2.0,6765.79672673104,44612.670545659574,47.0,688.0,11401.0,294.0,49671.0,20528102.0,5962622.0,1.0,1.0
Waddington,NY,929.0,2275.0,928.0,7122.0,386.0,30353.0,12823761.0,3643673.0,1,1,13830.01686,25367.50421,56.0,292.0,2781.0,0.0,0.0,5007308.0,0.0,1.0,1.0,5609.707450449643,35153.113572846494,16.0,96.0,1592.0,41.0,6935.0,2866206.0,832522.0,1.0,1.0
Wales,NY,1185.0,2990.0,1233.0,9923.0,535.0,72535.0,17867431.0,8707251.0,1,1,20402.84742,36382.82913,62.0,363.0,3407.0,134.0,24953.0,6134171.0,2995429.0,1.0,2.0,4298.530632560686,15417.57771992606,162.0,963.0,15973.0,412.0,69588.0,28759594.0,8353554.0,1.0,1.0
Wallkill,NY,9996.0,27159.0,14791.0,75386.0,6314.0,496369.0,135736457.0,59585499.0,2,1,6221.92,10168.81,42.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,1.0,1.0,7649.32,39969.32,116.0,1554.0,25767.0,665.0,112259.0,46394884.0,13475926.0,2.0,1.0
Walton,NY,2366.0,5595.0,2489.0,20026.0,740.0,75489.0,36058690.0,9061917.0,1,1,6221.92,10168.81,131.0,963.0,9043.0,322.0,55562.0,16283070.0,6669752.0,1.0,2.0,19832.289861729223,109961.69195944717,40.0,1123.0,18620.0,480.0,81123.0,33526631.0,9738194.0,2.0,1.0
Walworth,NY,3386.0,9322.0,4270.0,32395.0,2017.0,219656.0,58328930.0,26368078.0,1,1,26340.04833,42837.92145,123.0,802.0,6850.0,247.0,45557.0,12333736.0,5468730.0,1.0,2.0,66530.54163934362,39969.32,41.0,210.0,3478.0,90.0,15153.0,6262435.0,1818996.0,1.0,1.0
Wantage,NY,3985.0,11328.0,6287.0,45281.0,502.0,61692.0,87262280.0,7405670.0,1,1,,,,,,,,,,,,6290.436414889445,31222.262441657982,94.0,838.0,8248.0,454.0,68883.0,15894322.0,8268898.0,1.0,1.0
Wappinger,NY,10170.0,27123.0,14995.0,88640.0,4778.0,375630.0,159600401.0,45091614.0,2,1,6221.92,10168.81,42.0,417.0,47073.0,0.0,0.0,6139039.0,0.0,3.0,1.0,106077.73277390184,39969.32,78.0,458.0,7600.0,196.0,33111.0,13684152.0,3974719.0,1.0,1.0
Ward,NY,214.0,875.0,206.0,1586.0,104.0,14102.0,2855877.0,1692901.0,1,1,424.5304868,656.4104418,3.0,23.0,205.0,3.0,647.0,368505.0,77665.0,1.0,1.0,,,,,,,,,,,
Warren,NY,820.0,2335.0,1101.0,7852.0,130.0,13355.0,14689047.0,1603130.0,1,1,1260.679267,1936.943243,41.0,493.0,4681.0,0.0,31.0,8475691.0,3669.0,1.0,1.0,51666.35485483552,39969.32,37.0,184.0,2998.0,81.0,13127.0,5454889.0,1575743.0,1.0,1.0
Warrensburg,NY,1725.0,4124.0,2001.0,15367.0,299.0,23526.0,27669612.0,2824134.0,1,1,6221.92,10168.81,91.0,1551.0,14755.0,0.0,0.0,26567695.0,0.0,2.0,1.0,15771.673518499694,52614.226794575305,23.0,1287.0,21347.0,551.0,93004.0,38436817.0,11164414.0,2.0,1.0
Warsaw,NY,2172.0,5091.0,1831.0,14294.0,1099.0,140338.0,25736423.0,16846509.0,1,1,6221.92,10168.81,176.0,2112.0,20003.0,397.0,76305.0,36015669.0,9159904.0,2.0,3.0,24650.795859748112,208697.80336261805,45.0,256.0,4245.0,109.0,18493.0,7642820.0,2219945.0,1.0,1.0
Warwick,NY,11614.0,32133.0,18681.0,93749.0,6418.0,536582.0,168799987.0,64412716.0,2,1,6221.92,10168.81,42.0,417.0,4199.0,231.0,39929.0,6139039.0,4793211.0,1.0,2.0,7649.32,39969.32,230.0,780.0,12932.0,334.0,56339.0,23283999.0,6763104.0,1.0,1.0
Washington,NY,1927.0,4759.0,2419.0,14296.0,270.0,21193.0,25741546.0,2544009.0,1,1,6221.92,10168.81,139.0,895.0,7631.0,0.0,0.0,13739336.0,0.0,1.0,1.0,2869.817860304683,10629.622767808702,55.0,146.0,2416.0,62.0,10525.0,4349746.0,1263434.0,1.0,1.0
Waterford,NY,3640.0,8461.0,3721.0,28572.0,2245.0,260846.0,51444859.0,31312665.0,1,1,26295.47422,39310.31357,126.0,856.0,8141.0,266.0,53068.0,14658398.0,6370470.0,1.0,2.0,72900.89713075888,661831.38554287,23.0,1634.0,27095.0,699.0,118044.0,48785661.0,14170355.0,2.0,2.0
Waterloo,NY,3092.0,7701.0,3357.0,27018.0,1649.0,168306.0,48647664.0,20203951.0,1,1,44193.02355,68408.76532,157.0,1530.0,14367.0,496.0,85536.0,25869107.0,10268018.0,2.0,3.0,1482.9709213523404,4438.71499152251,55.0,869.0,14412.0,372.0,62787.0,25948844.0,7537139.0,1.0,1.0
Watertown,NY,12747.0,31086.0,12880.0,98899.0,5463.0,634832.0,178072096.0,76206901.0,2,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,18302.808861552043,248168.7756445164,123.0,3684.0,61077.0,1575.0,266096.0,109972887.0,31942886.0,3.0,2.0
Watervliet,NY,4518.0,10207.0,4739.0,36389.0,2599.0,302012.0,65519510.0,36254358.0,1,1,39239.63754,62826.15185,196.0,1715.0,16312.0,419.0,83530.0,29371181.0,10027189.0,2.0,3.0,60429.37810784893,39969.32,21.0,2053.0,34036.0,878.0,148286.0,61283938.0,17800622.0,2.0,2.0
Watson,NY,833.0,1966.0,915.0,7025.0,158.0,15643.0,12649236.0,1877828.0,1,1,5631.266505,11674.01173,10.0,53.0,504.0,0.0,7.0,906892.0,794.0,1.0,1.0,,,,,,,,,,,
Waverly,NY,390.0,943.0,403.0,3095.0,56.0,4418.0,5572325.0,530325.0,1,1,2032.95258,4367.720892,16.0,58.0,548.0,0.0,0.0,986605.0,0.0,1.0,1.0,,,,,,,,,,,
Wawarsing,NY,4487.0,13288.0,4792.0,27890.0,896.0,70444.0,50217365.0,8456345.0,1,1,6221.92,10168.81,216.0,2495.0,20921.0,0.0,0.0,37668974.0,0.0,2.0,1.0,25669.6484310566,138861.6508481783,41.0,70.0,1156.0,30.0,5036.0,2081432.0,604576.0,1.0,1.0
Wawayanda,NY,2399.0,7197.0,4197.0,21061.0,1340.0,105305.0,37921493.0,12641093.0,1,1,6221.92,10168.81,164.0,3084.0,23424.0,0.0,0.0,42175642.0,0.0,2.0,1.0,54566.981070479276,495885.920657146,62.0,784.0,13001.0,335.0,56642.0,23408953.0,6799399.0,1.0,1.0
Wayland,NY,1744.0,4128.0,1679.0,13515.0,801.0,81741.0,24334442.0,9812398.0,1,1,12494.47454,21761.08937,93.0,512.0,4811.0,316.0,54488.0,8662064.0,6540864.0,1.0,2.0,5087.086297137034,11648.862933052886,27.0,1432.0,23744.0,612.0,103444.0,42751602.0,12417693.0,2.0,1.0
Wayne,NY,1220.0,3265.0,1509.0,10917.0,413.0,49277.0,20404657.0,5915295.0,1,1,,,,,,,,,,,,12877.934512615657,59090.57622888489,172.0,358.0,5312.0,169.0,23769.0,10101792.0,2853199.0,1.0,1.0
Webb,NY,801.0,1854.0,783.0,5933.0,79.0,8099.0,10681999.0,972213.0,1,1,6221.92,10168.81,88.0,725.0,6838.0,0.0,0.0,12313017.0,0.0,1.0,1.0,1814.1407322654456,4894.481693363844,10.0,31.0,519.0,13.0,2259.0,933753.0,271219.0,1.0,1.0
Webster,NY,17480.0,42088.0,20835.0,148728.62,10844.0,1249731.0,222856152.36,150021032.0,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,45761.8158333003,283583.68708623486,152.0,819.0,13581.0,350.0,59170.0,24453789.0,7102883.0,1.0,1.0
Wells,NY,1147.0,3259.0,1403.0,8929.0,169.0,14268.0,13304719.0,1712775.0,1,1,14233.95892,14249.49573,38.0,299.0,2512.0,50.0,6691.0,3913792.0,803244.0,1.0,1.0,240.03224085817573,721.2424583654359,32.0,818.0,8675.0,104.0,18204.0,10758138.0,2185233.0,1.0,1.0
Wellsville,NY,2902.0,7051.0,2679.0,20651.0,1567.0,212472.0,37182556.0,25505730.0,1,1,6221.92,10168.81,188.0,1799.0,16752.0,483.0,90180.0,30163643.0,10825399.0,2.0,3.0,27242.696418342148,168765.92396819312,253.0,2973.0,49294.0,1271.0,214759.0,88756316.0,25780290.0,2.0,2.0
West Almond,NY,230.0,904.0,247.0,1915.0,82.0,10809.0,3447223.0,1297593.0,1,1,,,,,,,,,,,,,,,,,,,,,,
West Bloomfield,NY,1072.0,2536.0,1098.0,8361.0,499.0,63715.0,15055282.0,7648576.0,1,1,16797.81244,24401.08071,60.0,346.0,3189.0,139.0,26658.0,5741894.0,3200107.0,1.0,2.0,3253.981419469582,11873.613311720112,53.0,55.0,916.0,24.0,3991.0,1649549.0,479131.0,1.0,1.0
West Haven,NY,79.0,181.0,97.0,559.0,2.0,126.0,607095.0,15097.0,1,1,157.7585948,291.1330925,0.0,24.0,164.0,0.0,0.0,178382.0,0.0,1.0,1.0,,,,,,,,,,,
West Milford,NY,9324.0,25860.0,14671.0,100012.0,4474.0,592349.0,180077027.0,71107177.0,3,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,21585.792131293256,67073.59387363853,123.0,329.0,3241.0,178.0,27067.0,5835320.0,3249203.0,1.0,1.0
West Monroe,NY,1634.0,4267.0,1915.0,14701.0,486.0,56447.0,26469706.0,6776012.0,1,1,7321.162037,10672.2205,60.0,1087.0,10334.0,146.0,29086.0,18607708.0,3491575.0,2.0,2.0,1551.0421706440015,3345.898332788493,16.0,66.0,1099.0,28.0,4789.0,1979151.0,574867.0,1.0,1.0
West Seneca,NY,19471.0,44670.0,14902.0,115794.0,11534.0,1563569.0,208493133.0,187695066.0,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,158.0,678.0,9253.0,327.5,561894.0,13496294.5,67451325.0,1.0,3.0
West Sparta,NY,531.0,1228.0,551.0,4271.0,164.0,17833.0,7691031.0,2140729.0,1,1,4844.065128,8688.55753,15.0,146.0,1357.0,22.0,4141.0,2442822.0,497087.0,1.0,1.0,,,,,,,,,,,
West Stockbridge,NY,534.0,1573.0,743.0,3857.0,73.0,5893.0,4185560.0,707407.0,1,1,5449.059196,8080.128991,53.0,567.0,3831.0,113.0,12630.0,4157510.0,1516088.0,1.0,1.0,1084.6604731565274,3957.8711039067043,23.0,688.0,5148.0,232.0,31353.0,5586837.0,3763696.0,1.0,1.0
West Turin,NY,603.0,1572.0,669.0,5138.0,130.0,13281.0,9251437.0,1594327.0,1,1,21987.18585,29130.217930000006,13.0,211.0,2010.0,34.0,5926.0,3619469.0,711403.0,1.0,1.0,,,,,,,,,,,
West Union,NY,190.0,562.0,205.0,1612.0,48.0,6535.0,2902061.0,784473.0,1,1,1260.662285,1104.232227,4.0,25.0,231.0,3.0,645.0,415626.0,77403.0,1.0,1.0,,,,,,,,,,,
Westerlo,NY,1351.0,3378.0,1750.0,12842.0,215.0,16933.0,23123554.0,2032643.0,1,1,35825.62227,45462.42815,72.0,364.0,3410.0,0.0,0.0,6139913.0,0.0,1.0,1.0,9925.00314668958,66667.64639618393,21.0,117.0,1942.0,50.0,8460.0,3496470.0,1015590.0,1.0,1.0
Western,NY,806.0,1885.0,905.0,6949.0,169.0,19646.0,12512458.0,2358356.0,1,1,6951.454254,11710.24619,30.0,122.0,1162.0,25.0,5042.0,2093088.0,605282.0,1.0,1.0,2711.6511828913185,9894.67775976676,37.0,144.0,2382.0,61.0,10379.0,4289622.0,1245970.0,1.0,1.0
Westfall,NY,1003.0,2335.0,1397.0,10207.0,391.0,44319.0,18378774.0,5320188.0,1,1,23543.54791,40616.09373,46.0,743.0,8905.0,184.0,26754.0,16033097.0,3211666.0,1.0,2.0,,,,,,,,,,,
Westfield,NY,2015.0,4918.0,2021.0,15517.0,911.0,123446.0,27939381.0,14818745.0,1,1,84303.47056,10168.81,132.0,1247.0,11859.0,728.0,7021.0,21352158.0,842786.0,2.0,1.0,28504.404830024232,164863.05003160366,50.0,1231.0,20408.0,526.0,88913.0,36746122.0,10673332.0,2.0,1.0
Westford,NY,307.0,796.0,347.0,2708.0,47.0,4808.0,4875876.0,577149.0,1,1,3261.870156,7051.923687,7.0,47.0,441.0,0.0,0.0,793789.0,0.0,1.0,1.0,,,,,,,,,,,
Westmoreland,NY,2431.0,6084.0,2935.0,22538.0,1099.0,127757.0,40580139.0,15336313.0,1,1,57541.85713,92943.21657,95.0,528.0,5018.0,249.0,49591.0,9034717.0,5952981.0,1.0,2.0,9321.545537763921,31435.46698877385,45.0,305.0,5062.0,131.0,22055.0,9114774.0,2647491.0,1.0,1.0
Westport,NY,513.0,1155.0,517.0,4038.0,66.0,5195.0,7271412.0,623567.0,1,1,8055.226354,16504.92483,33.0,301.0,2856.0,0.0,0.0,5141575.0,0.0,1.0,1.0,863.4344616492618,6472.972992437884,17.0,49.0,818.0,21.0,3565.0,1473203.0,427909.0,1.0,1.0
Westville,NY,759.0,1635.0,798.0,6124.0,111.0,8744.0,11026363.0,1049700.0,1,1,624.1071889,1229.700003,17.0,91.0,862.0,0.0,0.0,1552641.0,0.0,1.0,1.0,31256.085537205487,551143.1566267175,21.0,85.0,1416.0,37.0,6167.0,2548797.0,740327.0,1.0,1.0
Wethersfield,NY,382.0,984.0,377.0,2947.0,139.0,17763.0,5306578.0,2132315.0,1,1,396.9076933,868.8519004000002,6.0,49.0,467.0,10.0,1885.0,840109.0,226240.0,1.0,1.0,,,,,,,,,,,
Wheatfield,NY,7225.0,17629.0,6648.0,51050.0,4157.0,563586.0,91917737.0,67654414.0,2,1,89496.33363,153816.1696,213.0,4764.0,45306.0,47.0,7021.0,6139039.0,842786.0,3.0,1.0,7649.32,39969.32,109.0,5518.0,9253.0,2360.0,398651.0,13496294.5,47855161.0,1.0,3.0
Wheatland,NY,2004.0,4805.0,1882.0,14331.0,1167.0,134488.0,25803519.0,16144279.0,1,1,36636.47972,55521.96612999999,105.0,634.0,5843.0,250.0,49933.0,10520948.0,5994046.0,1.0,2.0,110634.6477620095,533833.0096835514,42.0,933.0,15472.0,399.0,67407.0,27858156.0,8091721.0,1.0,1.0
Wheeler,NY,436.0,1022.0,449.0,3610.0,120.0,12249.0,6500784.0,1470377.0,1,1,,,,,,,,,,,,,,,,,,,,,,
White Creek,NY,1427.0,3364.0,1717.0,13181.0,226.0,17767.0,23733766.0,2132800.0,1,1,25627.008,39314.53097,83.0,1141.0,10848.0,0.0,0.0,19532564.0,0.0,2.0,1.0,7778.420188803218,44036.57536572161,61.0,718.0,11907.0,307.0,51875.0,21439169.0,6227252.0,1.0,1.0
White Plains,NY,21700.0,57925.0,34157.0,136895.0,20620.0,1542277.0,205123063.0,185139067.0,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,239.0,2328.0,38597.0,995.0,168155.0,57833440.0,20185816.0,2.0,2.0
Whitehall,NY,1576.0,3904.0,1892.0,14338.0,213.0,16716.0,25817179.0,2006594.0,1,1,12364.85602,16490.34806,103.0,894.0,8440.0,0.0,0.0,15196799.0,0.0,1.0,1.0,6728.8655558207665,43036.69738651885,29.0,103.0,1707.0,44.0,7436.0,3073033.0,892598.0,1.0,1.0
Whitestown,NY,7787.0,18508.0,8653.0,66440.0,4848.0,563318.0,119629615.0,67622265.0,2,1,,,,,,,,,,,,7649.32,39969.32,81.0,2754.0,45664.0,1178.0,198946.0,82221059.0,23882049.0,2.0,2.0
Willet,NY,430.0,1131.0,509.0,3974.0,55.0,4286.0,7156070.0,514520.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Williamson,NY,2664.0,6944.0,3235.0,23779.0,1278.0,147339.0,42815185.0,17686948.0,1,1,,,,,,,,,,,,19160.320551542773,146575.70126371534,68.0,1076.0,17837.0,460.0,77710.0,32116348.0,9328561.0,2.0,1.0
Williamstown,NY,2619.0,8776.0,3450.0,18991.0,1168.0,96266.0,22999025.0,11556042.0,1,1,40435.15056,77632.90014,241.0,3270.0,22697.0,599.0,67053.0,26210547.0,8049283.0,2.0,2.0,65518.378669140635,307910.9328256474,44.0,761.0,6648.0,266.0,37466.0,8464590.0,4497486.0,1.0,1.0
Willing,NY,498.0,1338.0,469.0,3604.0,268.0,36311.0,6489142.0,4358856.0,1,1,1047.45272,2317.793875,18.0,193.0,1833.0,82.0,15379.0,3299767.0,1846141.0,1.0,1.0,,,,,,,,,,,
Willsboro,NY,923.0,1922.0,966.0,7775.0,127.0,9986.0,14000181.0,1198791.0,1,1,15071.62783,34259.74192,50.0,281.0,2643.0,0.0,0.0,4758498.0,0.0,1.0,1.0,2473.4414061394173,5504.959773420417,30.0,402.0,6664.0,172.0,29031.0,11997990.0,3484954.0,1.0,1.0
Wilmington,NY,644.0,1341.0,638.0,4900.0,84.0,6586.0,8822222.0,790566.0,1,1,26801.06913,45898.21248,17.0,234.0,2225.0,0.0,0.0,4006116.0,0.0,1.0,1.0,7391.246555131545,53088.97905773343,12.0,31.0,516.0,13.0,2246.0,928424.0,269671.0,1.0,1.0
Wilna,NY,2183.0,6398.0,2411.0,18510.0,764.0,88772.0,33328645.0,10656394.0,1,1,6221.92,10168.81,112.0,1568.0,14912.0,364.0,72440.0,26850161.0,8695903.0,2.0,2.0,37922.32274946294,336007.5274787109,24.0,101.0,1676.0,43.0,7301.0,3017284.0,876405.0,1.0,1.0
Wilson,NY,2389.0,5960.0,2519.0,19343.0,676.0,91643.0,34828377.0,11001047.0,1,1,14167.41879,22766.37881,115.0,916.0,8710.0,457.0,85405.0,15682503.0,10252305.0,1.0,3.0,12335.468694853635,64974.365522818494,49.0,149.0,2467.0,64.0,10750.0,4442828.0,1290470.0,1.0,1.0
Wilton,NY,12447.0,33815.0,23947.0,142056.0,4901.0,490338.0,197439312.0,58861468.0,3,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,14532.863185540496,85788.18502959158,138.0,2472.0,27694.0,926.0,154261.0,41416281.0,18517871.0,2.0,2.0
Windham,NY,1229.0,2951.0,1624.0,11615.0,159.0,13377.0,21377553.0,1605762.0,1,1,84778.58019,134697.3514,99.0,2352.0,21599.0,0.0,0.0,39001225.0,0.0,2.0,1.0,517.0140568813339,1115.299444262831,35.0,118.0,1734.0,56.0,7769.0,3308897.0,932711.0,1.0,1.0
Windsor,NY,2382.0,6284.0,2666.0,21460.0,374.0,38190.0,38639188.0,4584403.0,1,1,30671.79498,53965.80339,87.0,439.0,4127.0,0.0,40.0,7430465.0,4764.0,1.0,1.0,5136.039330260741,35350.92862345699,34.0,102.0,1683.0,43.0,7334.0,3031093.0,880416.0,1.0,1.0
Winfield,NY,779.0,2067.0,874.0,6821.0,125.0,13927.0,12282059.0,1671779.0,1,1,21440.98292,39506.25154,42.0,518.0,4904.0,0.0,35.0,8829246.0,4178.0,1.0,1.0,4630.859673097151,18705.96275264414,30.0,921.0,15263.0,394.0,66498.0,27482514.0,7982611.0,1.0,1.0
Wirt,NY,521.0,1362.0,533.0,3959.0,289.0,39154.0,7128060.0,4700120.0,1,1,2629.18101,5935.748772999998,7.0,59.0,487.0,22.0,4170.0,876623.0,500573.0,1.0,1.0,,,,,,,,,,,
Wolcott,NY,1735.0,4478.0,2054.0,15101.0,659.0,75924.0,27189574.0,9114063.0,1,1,19689.26184,26811.8898,85.0,531.0,4362.0,209.0,41809.0,7854104.0,5018856.0,1.0,2.0,506.8479348355394,2476.988003010315,38.0,823.0,13654.0,352.0,59486.0,24584725.0,7140915.0,1.0,1.0
Woodbury,NY,3510.0,11209.0,6109.0,31001.0,2297.0,180587.0,55818684.0,21678109.0,1,1,6221.92,10168.81,151.0,4421.0,33551.0,0.0,0.0,60411027.0,0.0,3.0,1.0,70826.21968081397,557097.1585839664,55.0,819.0,13588.0,350.0,59198.0,24465423.0,7106263.0,1.0,1.0
Woodhull,NY,699.0,1904.0,739.0,5946.0,268.0,29753.0,10705431.0,3571645.0,1,1,4910.03474,8011.591125,24.0,155.0,1459.0,20.0,2786.0,2626315.0,334394.0,1.0,1.0,1034.0281137626678,2230.598888525662,88.0,65.0,1075.0,28.0,4683.0,1935469.0,562179.0,1.0,1.0
Woodstock,NY,2838.0,5930.0,3085.0,20544.0,488.0,38378.0,36989983.0,4606947.0,1,1,6221.92,10168.81,209.0,2484.0,21578.0,0.0,0.0,38851449.0,0.0,2.0,1.0,34049.544193375004,138464.56210904304,47.0,317.0,5260.0,136.0,22917.0,9471271.0,2751039.0,1.0,1.0
Worcester,NY,942.0,2284.0,1042.0,8136.0,148.0,15069.0,14648673.0,1808948.0,1,1,22416.15843,37699.76234,51.0,351.0,3327.0,0.0,0.0,5990713.0,11.0,1.0,1.0,10290.739754799608,24033.76407806606,21.0,59.0,981.0,25.0,4275.0,1766579.0,513123.0,1.0,1.0
Worth,NY,176.0,513.0,202.0,1555.0,45.0,5253.0,2799660.0,630577.0,1,1,509.967482,1118.957029,2.0,9.0,83.0,1.0,261.0,150170.0,31286.0,1.0,1.0,,,,,,,,,,,
Wright,NY,600.0,1493.0,624.0,4793.0,96.0,9827.0,8629436.0,1179702.0,1,1,3487.787791,8398.921927,8.0,47.0,445.0,0.0,3.0,800525.0,326.0,1.0,1.0,,,,,,,,,,,
Yates,NY,967.0,2400.0,1081.0,8300.0,314.0,32079.0,14945181.0,3850871.0,1,1,10622.23284,14793.60806,49.0,273.0,2595.0,101.0,17361.0,4672384.0,2084051.0,1.0,1.0,4827.9513086000925,22527.069867176942,33.0,345.0,5717.0,147.0,24909.0,10294553.0,2990171.0,1.0,1.0
Yonkers,NY,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,4465.0,74040.0,1910.0,322570.0,110940940.0,38722120.0,3.0,2.0
York,NY,1320.0,3703.0,1299.0,9974.0,537.0,68522.0,17959064.0,8225522.0,1,1,16227.44519,26690.80413,44.0,255.0,2422.0,91.0,18241.0,4361484.0,2189673.0,1.0,1.0,43865.95856120871,350569.5773010885,150.0,413.0,6845.0,177.0,29821.0,12324701.0,3579851.0,1.0,1.0
Yorkshire,NY,1417.0,3822.0,1419.0,11043.0,594.0,80557.0,19884203.0,9670272.0,1,1,25398.64833,42892.1495,81.0,1511.0,14297.0,180.0,33583.0,25742587.0,4031367.0,2.0,2.0,108100.12195186416,39969.32,52.0,161.0,2662.0,69.0,11596.0,4792447.0,1392021.0,1.0,1.0
Yorktown,NY,13014.0,36005.0,23637.0,106622.0,7134.0,533576.0,159762712.0,64051922.0,3,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,106.0,242.0,4016.0,104.0,17498.0,6018044.0,2100500.0,1.0,1.0
