city,state_abbr,r_housing_units,r_total_pop,r_elec_1kdollars,r_elec_mwh,r_gas_1kdollars,r_gas_mcf,r_elec_lb_ghg,r_gas_lb_ghg,r_elec_class,r_gas_class,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Norcatur,KS,69.0,204.0,86.0,708.0,14.0,1546.0,1275330.0,185602.0,1,1,411.08339930000005,714.1118092,8.0,94.0,805.0,7.0,938.0,1448772.0,112613.0,1.0,1.0,,,,,,,,,,,
North Newton,KS,637.0,1901.0,862.0,6630.0,292.0,29331.0,11940191.0,3520951.0,1,1,4904.197737,5796.377418,17.0,218.0,2198.0,44.0,6164.0,3957680.0,739914.0,1.0,1.0,241.88543096872613,652.5975591151793,6.0,33.0,437.0,18.0,4746.0,787219.0,569701.0,1.0,1.0
Norton,KS,1164.0,2836.0,1436.0,11776.0,513.0,56201.0,21206577.0,6746475.0,1,1,23228.78868,54719.24805,125.0,1794.0,15288.0,250.0,34176.0,27530044.0,4102596.0,2.0,2.0,1500.4188028353,8600.160382826973,93.0,649.0,8667.0,347.0,94089.0,15607154.0,11294714.0,1.0,1.0
Nortonville,KS,243.0,510.0,371.0,2819.0,102.0,10190.0,5076905.0,1223251.0,1,1,1049.243147,1473.522733,24.0,209.0,2102.0,43.0,5922.0,3785967.0,710932.0,1.0,1.0,,,,,,,,,,,
Norwich,KS,157.0,537.0,261.0,1990.0,42.0,4274.0,3584388.0,513008.0,1,1,712.2741899,763.3127661,10.0,116.0,1107.0,14.0,2013.0,1992848.0,241626.0,1.0,1.0,,,,,,,,,,,
Oak Hill,KS,17.0,71.0,26.0,198.0,5.0,509.0,356160.0,61066.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Oakley,KS,840.0,1975.0,1085.0,8470.0,379.0,40029.0,15252299.0,4805140.0,1,1,34024.57261,85187.25912999999,65.0,1173.0,9283.0,84.0,12456.0,16717727.0,1495250.0,1.0,1.0,9961.408975342249,91003.50672295892,50.0,173.0,2316.0,93.0,25141.0,4170302.0,3017998.0,1.0,1.0
Oberlin,KS,891.0,1800.0,947.0,7782.0,443.0,48558.0,14014536.0,5829028.0,1,1,16623.47435,41400.9012,75.0,706.0,5903.0,192.0,26336.0,10630180.0,3161467.0,1.0,2.0,120.94271548436308,326.2987795575896,94.0,320.0,4265.0,171.0,46305.0,7680959.0,5558620.0,1.0,1.0
Offerle,KS,70.0,260.0,94.0,768.0,28.0,2743.0,1382737.0,329272.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ogden,KS,879.0,1919.0,1142.0,8666.0,334.0,33065.0,15605647.0,3969257.0,1,1,1999.427932,2895.868266,38.0,596.0,5938.0,35.0,4769.0,10693190.0,572465.0,1.0,1.0,,,,,,,,,,,
Oketo,KS,32.0,56.0,50.0,379.0,9.0,928.0,681817.0,111361.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Olathe,KS,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
Olivet,KS,38.0,53.0,65.0,492.0,11.0,1071.0,886633.0,128602.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Olmitz,KS,59.0,157.0,79.0,643.0,19.0,1951.0,1157217.0,234198.0,1,1,388.9324232,412.6299271,3.0,45.0,418.0,4.0,571.0,753074.0,68567.0,1.0,1.0,,,,,,,,,,,
Olpe,KS,220.0,561.0,354.0,2694.0,56.0,5612.0,4851529.0,673673.0,1,1,1272.779947,1803.71752,9.0,213.0,2140.0,0.0,8.0,3854296.0,1013.0,1.0,1.0,,,,,,,,,,,
Olsburg,KS,87.0,226.0,125.0,952.0,22.0,2193.0,1714852.0,263231.0,1,1,36.02480646,61.66843856,5.0,59.0,591.0,6.0,830.0,1063885.0,99659.0,1.0,1.0,,,,,,,,,,,
Onaga,KS,319.0,760.0,460.0,3488.0,81.0,8033.0,6281957.0,964286.0,1,1,11374.38315,34978.48237,49.0,524.0,5215.0,54.0,7328.0,9391001.0,879696.0,1.0,1.0,,,,,,,,,,,
Oneida,KS,33.0,54.0,47.0,363.0,13.0,1263.0,653555.0,151674.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Osage City,KS,1202.0,2875.0,1561.0,11880.0,741.0,67598.0,21393835.0,8114602.0,1,1,8621.355106,16750.692180000002,76.0,1107.0,11108.0,198.0,26837.0,20002615.0,3221540.0,2.0,2.0,,,,,,,,,,,
Osawatomie,KS,1697.0,4349.0,2889.0,21704.0,783.0,78571.0,39084957.0,9431848.0,1,1,35004.92622,87993.98409,80.0,983.0,9253.0,164.0,22671.0,16662500.0,2721473.0,1.0,1.0,,,,,,,,,,,
Osborne,KS,603.0,1488.0,730.0,5427.0,283.0,28125.0,9772603.0,3376229.0,1,1,13631.26623,37617.45172,76.0,941.0,8494.0,0.0,50.0,15296744.0,5988.0,1.0,1.0,,,,,,,,,,,
Oskaloosa,KS,450.0,1584.0,713.0,5419.0,163.0,16442.0,9759283.0,1973782.0,1,1,4381.307416,7222.2840700000015,42.0,467.0,4702.0,83.0,11782.0,8467958.0,1414390.0,1.0,1.0,,,,,,,,,,,
Oswego,KS,748.0,1937.0,1188.0,7943.0,394.0,39517.0,14304096.0,4743694.0,1,1,18117.88204,31016.586010000006,52.0,255.0,1836.0,71.0,9890.0,3306663.0,1187191.0,1.0,1.0,3498.97904676259,7930.797841726619,22.0,626.0,8361.0,335.0,90775.0,15057497.0,10896934.0,1.0,1.0
Otis,KS,139.0,320.0,163.0,1335.0,77.0,7788.0,2404321.0,934908.0,1,1,252.132457,220.8464455,12.0,257.0,2376.0,14.0,1928.0,4278109.0,231483.0,1.0,1.0,,,,,,,,,,,
Ottawa,KS,4935.0,12433.0,7925.0,59864.0,2462.0,246972.0,107803493.0,29647187.0,2,1,41558.49548,88121.14081,223.0,3476.0,32975.0,565.0,78324.0,59382458.0,9402194.0,3.0,3.0,,,,,,,,,,,
Overbrook,KS,380.0,1024.0,582.0,4412.0,131.0,13098.0,7944797.0,1572365.0,1,1,3367.132121,6256.861984,30.0,302.0,2951.0,56.0,7827.0,5313737.0,939573.0,1.0,1.0,,,,,,,,,,,
Overland Park,KS,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
Oxford,KS,436.0,1065.0,707.0,5431.0,159.0,16061.0,9780643.0,1928061.0,1,1,1245.685752,2393.367832,18.0,157.0,1569.0,28.0,3925.0,2826365.0,471216.0,1.0,1.0,,,,,,,,,,,
Ozawkie,KS,234.0,804.0,372.0,2827.0,65.0,6512.0,5091656.0,781677.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Palco,KS,125.0,186.0,150.0,1169.0,61.0,6706.0,2104842.0,805017.0,1,1,118.4480121,241.4392583,11.0,506.0,4578.0,60.0,8180.0,8243522.0,981954.0,1.0,1.0,,,,,,,,,,,
Palmer,KS,52.0,162.0,73.0,513.0,21.0,2078.0,923023.0,249503.0,1,1,972.1565987,1102.323456,6.0,82.0,693.0,8.0,1078.0,1247100.0,129355.0,1.0,1.0,,,,,,,,,,,
Paola,KS,2120.0,5583.0,4059.0,30574.0,863.0,86611.0,55059053.0,10397055.0,1,1,23822.16008,55004.8554,154.0,1914.0,18060.0,306.0,42470.0,32523484.0,5098205.0,2.0,2.0,168.94931161184647,825.662667670105,156.0,454.0,6063.0,243.0,65823.0,10918424.0,7901535.0,1.0,1.0
Paradise,KS,21.0,37.0,26.0,199.0,9.0,905.0,358161.0,108606.0,1,1,109.4874775,188.4074657,1.0,17.0,154.0,1.0,157.0,277324.0,18817.0,1.0,1.0,,,,,,,,,,,
Park,KS,69.0,116.0,86.0,705.0,30.0,3221.0,1270383.0,386660.0,1,1,557.0075544,847.4650976,1.0,27.0,247.0,3.0,430.0,443908.0,51672.0,1.0,1.0,,,,,,,,,,,
Park City,KS,2629.0,7273.0,4137.0,31826.0,1425.0,151798.0,57313740.0,18222275.0,1,1,43019.6175,58020.76297999999,93.0,2373.0,23865.0,41.0,5630.0,42976115.0,675878.0,2.0,1.0,38045.40857851969,217186.36624719208,60.0,1402.0,18714.0,750.0,203162.0,33699806.0,24388154.0,2.0,2.0
Parker,KS,75.0,528.0,146.0,1098.0,11.0,1150.0,1976425.0,138071.0,1,1,872.6219259,1530.885224,5.0,55.0,509.0,6.0,894.0,916916.0,107258.0,1.0,1.0,,,,,,,,,,,
Parkerfield,KS,136.0,345.0,227.0,1741.0,56.0,5620.0,3134616.0,674685.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Parkerville,KS,20.0,65.0,32.0,239.0,5.0,558.0,430756.0,67021.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Parkville,KS,2067.0,6124.0,3289.0,23723.0,963.0,87732.0,42721447.0,10531624.0,1,1,19602.84902,34433.46745,112.0,2344.0,20733.0,0.0,0.0,37336163.0,0.0,2.0,1.0,863.4344616492618,6472.972992437884,38.0,56.0,785.0,23.0,3694.0,1412795.0,443460.0,1.0,1.0
Parsons,KS,4130.0,10111.0,6075.0,46414.0,2273.0,228095.0,83582734.0,27381117.0,1,1,6221.92,10168.81,226.0,3940.0,39645.0,584.0,81012.0,71393116.0,9724939.0,3.0,3.0,,,,,,,,,,,
Partridge,KS,92.0,272.0,133.0,1019.0,33.0,3299.0,1835470.0,395980.0,1,1,443.1706914,675.9351088,1.0,6.0,57.0,1.0,162.0,103088.0,19457.0,1.0,1.0,,,,,,,,,,,
Pawnee Rock,KS,115.0,227.0,154.0,1258.0,38.0,3818.0,2264838.0,458358.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Paxico,KS,85.0,329.0,133.0,1005.0,28.0,2794.0,1810124.0,335434.0,1,1,43.95554373,70.81077589,9.0,80.0,796.0,0.0,0.0,1432947.0,6.0,1.0,1.0,,,,,,,,,,,
Peabody,KS,474.0,1155.0,674.0,5150.0,196.0,19615.0,9274524.0,2354601.0,1,1,2873.7312420000007,5380.418655,41.0,420.0,4224.0,79.0,11003.0,7607380.0,1320802.0,1.0,1.0,,,,,,,,,,,
Penalosa,KS,11.0,15.0,17.0,115.0,3.0,327.0,207481.0,39305.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Perry,KS,342.0,846.0,566.0,4294.0,92.0,9275.0,7733156.0,1113429.0,1,1,2300.641426,4320.431239000001,24.0,225.0,2239.0,39.0,5560.0,4031306.0,667434.0,1.0,1.0,,,,,,,,,,,
Peru,KS,68.0,165.0,91.0,671.0,27.0,2867.0,1208503.0,344169.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Phillipsburg,KS,1052.0,2526.0,1225.0,10059.0,548.0,60115.0,18115075.0,7216372.0,1,1,18885.34669,46201.85479,114.0,1290.0,10786.0,324.0,44419.0,19424513.0,5332131.0,2.0,2.0,3382.206186462768,33463.25771135633,41.0,466.0,6224.0,249.0,67571.0,11208345.0,8111348.0,1.0,1.0
Pittsburg,KS,7796.0,20399.0,11082.0,85268.0,3938.0,395139.0,153551789.0,47433557.0,2,1,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,25744.03083443468,104918.70684765268,88.0,1362.0,18185.0,728.0,197422.0,32747643.0,23699085.0,2.0,2.0
Plains,KS,369.0,1109.0,514.0,3949.0,189.0,18770.0,7111183.0,2253242.0,1,1,2374.0992,2639.570163,7.0,102.0,891.0,7.0,1038.0,1604742.0,124633.0,1.0,1.0,,,,,,,,,,,
Plainville,KS,777.0,1860.0,929.0,7250.0,379.0,41595.0,13055526.0,4993209.0,1,1,15203.18285,39757.86973,53.0,2455.0,22221.0,290.0,39709.0,40016832.0,4766737.0,2.0,2.0,70.39435414884517,108.88060613466943,29.0,221.0,2954.0,118.0,32069.0,5319421.0,3849603.0,1.0,1.0
Pleasanton,KS,580.0,1194.0,969.0,7377.0,210.0,21086.0,13284117.0,2531235.0,1,1,2808.666386,3832.057854,38.0,411.0,4034.0,54.0,7554.0,7265178.0,906777.0,1.0,1.0,,,,,,,,,,,
Plevna,KS,38.0,89.0,55.0,420.0,16.0,1543.0,756114.0,185221.0,1,1,155.3611868,296.2101863,0.0,6.0,62.0,1.0,109.0,111594.0,13072.0,1.0,1.0,,,,,,,,,,,
Pomona,KS,319.0,961.0,583.0,4414.0,101.0,10178.0,7949593.0,1221773.0,1,1,72.85249743,159.85100409999995,18.0,137.0,1334.0,27.0,3770.0,2401649.0,452597.0,1.0,1.0,,,,,,,,,,,
Portis,KS,61.0,97.0,73.0,545.0,28.0,2827.0,982298.0,339363.0,1,1,1230.137169,2243.909669,3.0,33.0,298.0,0.0,2.0,535762.0,210.0,1.0,1.0,,,,,,,,,,,
Potwin,KS,179.0,470.0,313.0,2402.0,74.0,7438.0,4326060.0,892918.0,1,1,565.0003943,527.3818698,8.0,68.0,683.0,8.0,1051.0,1229615.0,126206.0,1.0,1.0,,,,,,,,,,,
Powhattan,KS,35.0,94.0,53.0,403.0,9.0,849.0,725313.0,101904.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Prairie View,KS,57.0,191.0,73.0,603.0,21.0,2298.0,1086449.0,275862.0,1,1,155.4830437,301.7998992,2.0,16.0,136.0,8.0,1033.0,244025.0,124057.0,1.0,1.0,,,,,,,,,,,
Prairie Village,KS,9650.0,21824.0,14278.0,107562.0,6324.0,634469.0,193699343.0,76163309.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,,,,,,,,,,,
Pratt,KS,2719.0,6879.0,3402.0,23061.0,1527.0,152045.0,41527876.0,18251879.0,1,1,61294.0973,135662.6565,159.0,417.0,37599.0,403.0,56336.0,67708159.0,6762755.0,3.0,2.0,7849.072846082066,70884.38652661936,84.0,621.0,8295.0,332.0,90051.0,14937404.0,10810024.0,1.0,1.0
Prescott,KS,120.0,252.0,200.0,1519.0,43.0,4342.0,2735609.0,521259.0,1,1,88.59315628,136.3988331,9.0,93.0,916.0,12.0,1715.0,1649290.0,205850.0,1.0,1.0,,,,,,,,,,,
Preston,KS,65.0,167.0,95.0,757.0,22.0,2182.0,1362693.0,261953.0,1,1,225.7580311,163.4844745,2.0,28.0,232.0,3.0,463.0,417544.0,55613.0,1.0,1.0,,,,,,,,,,,
Pretty Prairie,KS,259.0,588.0,396.0,3028.0,73.0,7232.0,5453493.0,868123.0,1,1,1358.082109,2709.35094,7.0,117.0,1176.0,21.0,2875.0,2118623.0,345127.0,1.0,1.0,,,,,,,,,,,
Princeton,KS,109.0,335.0,211.0,1591.0,25.0,2513.0,2864975.0,301642.0,1,1,273.22803,201.50582,2.0,52.0,490.0,3.0,365.0,881679.0,43853.0,1.0,1.0,,,,,,,,,,,
Protection,KS,203.0,459.0,305.0,1723.0,91.0,9203.0,3102605.0,1104727.0,1,1,2118.296791,3733.842903,12.0,343.0,2786.0,18.0,2502.0,5017421.0,300344.0,1.0,1.0,2037.6526516346094,10162.831150805898,36.0,120.0,1604.0,64.0,17409.0,2887726.0,2089813.0,1.0,1.0
Quenemo,KS,151.0,321.0,259.0,1956.0,45.0,4542.0,3522154.0,545259.0,1,1,337.4280174,517.7466781,1.0,12.0,117.0,2.0,328.0,211328.0,39336.0,1.0,1.0,,,,,,,,,,,
Quinter,KS,381.0,946.0,476.0,3894.0,165.0,17778.0,7011853.0,2134164.0,1,1,25904.28076,75555.39547,36.0,672.0,6149.0,78.0,10737.0,11072477.0,1288862.0,1.0,1.0,,,,,,,,,,,
Radium,KS,16.0,30.0,21.0,171.0,7.0,737.0,307355.0,88493.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ramona,KS,73.0,137.0,114.0,866.0,22.0,2235.0,1559529.0,268323.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Randall,KS,51.0,64.0,63.0,458.0,21.0,2115.0,823936.0,253923.0,1,1,299.9155618000001,286.76925760000006,5.0,54.0,468.0,3.0,355.0,842605.0,42568.0,1.0,1.0,,,,,,,,,,,
Randolph,KS,73.0,170.0,122.0,922.0,11.0,1068.0,1661122.0,128189.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ransom,KS,119.0,332.0,146.0,1191.0,27.0,2907.0,2145420.0,348946.0,1,1,9710.440648,31479.90299,21.0,482.0,4407.0,60.0,8988.0,7935740.0,1078992.0,1.0,1.0,,,,,,,,,,,
Rantoul,KS,74.0,129.0,143.0,1078.0,17.0,1703.0,1941554.0,204419.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Raymond,KS,47.0,66.0,63.0,487.0,21.0,2094.0,876165.0,251410.0,1,1,171.3312617,201.0557248,5.0,72.0,717.0,0.0,0.0,1290438.0,3.0,1.0,1.0,,,,,,,,,,,
Reading,KS,94.0,272.0,162.0,1226.0,17.0,1684.0,2207675.0,202212.0,1,1,290.3123399,285.7034386,7.0,33.0,330.0,0.0,1.0,594044.0,104.0,1.0,1.0,,,,,,,,,,,
Redfield,KS,39.0,83.0,66.0,503.0,8.0,818.0,906612.0,98228.0,1,1,49.70750035,65.57136866,2.0,13.0,131.0,1.0,218.0,235399.0,26177.0,1.0,1.0,,,,,,,,,,,
Republic,KS,79.0,96.0,106.0,767.0,29.0,2879.0,1381169.0,345604.0,1,1,522.3503231999998,513.6319093999998,9.0,104.0,892.0,8.0,1132.0,1606796.0,135864.0,1.0,1.0,,,,,,,,,,,
Reserve,KS,53.0,69.0,80.0,615.0,13.0,1296.0,1107057.0,155537.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Rexford,KS,90.0,243.0,119.0,979.0,42.0,4554.0,1763626.0,546674.0,1,1,892.3297833999999,1024.973331,11.0,118.0,1008.0,25.0,3403.0,1815244.0,408532.0,1.0,1.0,,,,,,,,,,,
Richfield,KS,20.0,47.0,27.0,227.0,10.0,1083.0,409453.0,129999.0,1,1,202.7071795,381.2671795,1.0,15.0,142.0,1.0,125.0,254818.0,14945.0,1.0,1.0,,,,,,,,,,,
Richmond,KS,171.0,592.0,330.0,2485.0,39.0,3925.0,4475044.0,471160.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Riley,KS,362.0,1022.0,600.0,4556.0,53.0,5274.0,8204324.0,633128.0,1,1,149.4604062,253.5010525,13.0,180.0,1795.0,0.0,2.0,3232671.0,199.0,1.0,1.0,,,,,,,,,,,
Riverside,KS,1344.0,3103.0,1692.0,12189.0,567.0,51682.0,21950158.0,6204091.0,1,1,20879.41123,28180.31642,58.0,1452.0,12742.0,0.0,0.0,22945502.0,0.0,2.0,1.0,28730.78293388415,174023.23297861047,45.0,2240.0,31470.0,932.0,148185.0,56671455.0,17788528.0,2.0,2.0
Robinson,KS,87.0,198.0,125.0,954.0,41.0,4097.0,1718822.0,491780.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Roeland Park,KS,3031.0,6816.0,3973.0,30559.0,1905.0,191120.0,55031761.0,22942609.0,1,1,22801.98197,35723.69414,70.0,1954.0,18934.0,227.0,31451.0,34096266.0,3775492.0,2.0,2.0,299.8386790662365,710.8130575061682,20.0,94.0,1260.0,50.0,13682.0,2269570.0,1642461.0,1.0,1.0
Rolla,KS,150.0,496.0,202.0,1728.0,77.0,8230.0,3111846.0,987990.0,1,1,261.7828375,225.1529131,3.0,92.0,872.0,5.0,767.0,1569416.0,92047.0,1.0,1.0,168.94931161184647,825.662667670105,10.0,111.0,1481.0,59.0,16074.0,2666275.0,1929552.0,1.0,1.0
Rose Hill,KS,1373.0,3915.0,2112.0,16203.0,627.0,63195.0,29178341.0,7586043.0,1,1,12423.37939,21232.19328,61.0,507.0,5089.0,93.0,13118.0,9164075.0,1574753.0,1.0,1.0,337.89862322369294,1651.32533534021,14.0,159.0,2129.0,85.0,23113.0,3833833.0,2774500.0,1.0,1.0
Roseland,KS,39.0,82.0,62.0,481.0,13.0,1262.0,865740.0,151474.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Rossville,KS,420.0,1223.0,676.0,5136.0,150.0,14848.0,9249699.0,1782391.0,1,1,3270.322977,5486.064793,18.0,256.0,2545.0,27.0,3729.0,4582483.0,447597.0,1.0,1.0,,,,,,,,,,,
Rozel,KS,69.0,153.0,96.0,768.0,22.0,2238.0,1383280.0,268663.0,1,1,252.132457,220.8464455,2.0,34.0,286.0,3.0,474.0,514944.0,56853.0,1.0,1.0,,,,,,,,,,,
Rush Center,KS,68.0,165.0,88.0,717.0,21.0,2141.0,1290581.0,256956.0,1,1,298.6105285,323.3354786000001,9.0,126.0,1155.0,9.0,1198.0,2080070.0,143764.0,1.0,1.0,,,,,,,,,,,
Russell,KS,2006.0,4570.0,2448.0,18798.0,1126.0,111898.0,33852058.0,13432510.0,1,1,20090.55897,47509.71717,119.0,2346.0,20461.0,180.0,24625.0,36845853.0,2956009.0,2.0,2.0,735.0638395590938,5565.522657685242,231.0,1455.0,19427.0,778.0,210910.0,34984923.0,25318178.0,2.0,2.0
Russell Springs,KS,22.0,39.0,28.0,220.0,10.0,1042.0,396704.0,125025.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Sabetha,KS,1071.0,2570.0,1528.0,11672.0,483.0,48065.0,21019837.0,5769863.0,1,1,19480.90961,49608.4301,90.0,973.0,9778.0,43.0,6055.0,17608157.0,726869.0,2.0,1.0,1120.1427748992514,3459.8186528497413,58.0,911.0,12164.0,487.0,132058.0,21905326.0,15852627.0,1.0,2.0
Salina,KS,19371.0,47676.0,26126.0,148728.62,10124.0,1000813.0,222856152.36,120140302.0,3,2,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,1.0,1.0
Satanta,KS,366.0,898.0,456.0,3946.0,210.0,21193.0,7106084.0,2544113.0,1,1,273.22803,201.50582,18.0,632.0,5972.0,38.0,5377.0,10754328.0,645411.0,1.0,1.0,,,,,,,,,,,
Savonburg,KS,37.0,94.0,57.0,437.0,12.0,1158.0,786449.0,139026.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Sawyer,KS,56.0,115.0,81.0,646.0,18.0,1863.0,1163274.0,223619.0,1,1,985.6819822,1012.041151,7.0,105.0,875.0,12.0,1748.0,1575058.0,209783.0,1.0,1.0,,,,,,,,,,,
Scammon,KS,177.0,504.0,285.0,2193.0,57.0,5757.0,3949939.0,691102.0,1,1,99.15842577,188.3805582,6.0,62.0,623.0,7.0,923.0,1121106.0,110823.0,1.0,1.0,,,,,,,,,,,
Scandia,KS,187.0,504.0,251.0,1817.0,69.0,6819.0,3271190.0,818535.0,1,1,203.6690092,257.6074187,22.0,243.0,2094.0,19.0,2656.0,3770798.0,318844.0,1.0,1.0,,,,,,,,,,,
Schoenchen,KS,78.0,187.0,97.0,793.0,31.0,3348.0,1428822.0,401898.0,1,1,220.8222611,405.2876501,1.0,12.0,110.0,2.0,254.0,197309.0,30473.0,1.0,1.0,,,,,,,,,,,
Scott City,KS,1668.0,4046.0,2204.0,16181.0,850.0,93151.0,29139380.0,11182116.0,1,1,22045.62459,47724.69751000001,98.0,1418.0,10621.0,249.0,34125.0,19127152.0,4096461.0,2.0,2.0,863.4344616492618,6472.972992437884,115.0,307.0,4096.0,164.0,44472.0,7376883.0,5338563.0,1.0,1.0
Scottsville,KS,13.0,15.0,17.0,119.0,6.0,612.0,214436.0,73431.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Scranton,KS,261.0,687.0,386.0,2930.0,98.0,9649.0,5275858.0,1158274.0,1,1,99.22692333,217.2129751,8.0,101.0,1005.0,9.0,1208.0,1809895.0,145046.0,1.0,1.0,,,,,,,,,,,
Sedan,KS,421.0,1044.0,566.0,4169.0,166.0,17810.0,7507366.0,2138019.0,1,1,13472.49263,37376.76585,44.0,552.0,4373.0,75.0,11592.0,7875405.0,1391587.0,1.0,1.0,,,,,,,,,,,
Sedgwick,KS,553.0,1600.0,869.0,6664.0,211.0,21254.0,12000616.0,2551339.0,1,1,733.2765972999998,769.7960486000002,24.0,304.0,3049.0,34.0,4776.0,5490904.0,573302.0,1.0,1.0,168.94931161184647,825.662667670105,14.0,126.0,1687.0,68.0,18319.0,3038622.0,2199015.0,1.0,1.0
Selden,KS,105.0,350.0,134.0,1096.0,33.0,3633.0,1973587.0,436143.0,1,1,1311.252817,1680.282498,9.0,153.0,1381.0,18.0,2470.0,2487725.0,296499.0,1.0,1.0,,,,,,,,,,,
Seneca,KS,944.0,2019.0,1370.0,10482.0,367.0,36493.0,18876215.0,4380695.0,1,1,26907.905130000006,58449.30934,99.0,1283.0,12922.0,108.0,15170.0,23270851.0,1821042.0,2.0,1.0,1013.35380118238,6828.3795211909655,74.0,1081.0,14432.0,578.0,156678.0,25989232.0,18808102.0,1.0,2.0
Severance,KS,35.0,98.0,55.0,423.0,10.0,1016.0,760965.0,121984.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Severy,KS,99.0,254.0,159.0,1216.0,21.0,2205.0,2189339.0,264693.0,1,1,696.7607669,856.3518528999998,3.0,39.0,387.0,4.0,559.0,697243.0,67148.0,1.0,1.0,,,,,,,,,,,
Seward,KS,26.0,33.0,36.0,281.0,11.0,1108.0,505732.0,133015.0,1,1,26.37442591,57.36197099,3.0,37.0,308.0,3.0,484.0,554657.0,58136.0,1.0,1.0,,,,,,,,,,,
Sharon,KS,71.0,164.0,96.0,707.0,35.0,3515.0,1501079.0,421939.0,1,1,454.6543252,596.4243687999998,5.0,101.0,787.0,7.0,1023.0,1669810.0,122827.0,1.0,1.0,,,,,,,,,,,
Sharon Springs,KS,306.0,791.0,393.0,3058.0,130.0,13668.0,5507241.0,1640747.0,1,1,,,,,,,,,,,,3532.125525995886,33818.664240109414,57.0,768.0,10258.0,411.0,111366.0,18473023.0,13368710.0,1.0,1.0
Shawnee,KS,23938.0,64444.0,37072.95,148728.62,14069.0,1411522.0,222856152.36,169442897.0,3,3,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,1.0,1.0,7649.32,39969.32,50.0,4740.0,63276.0,2535.0,57984.5,113949526.0,6960624.5,3.0,1.0
Silver Lake,KS,563.0,1659.0,907.0,6891.0,202.0,19919.0,12408637.0,2391110.0,1,1,1438.170513,2071.376569,12.0,166.0,1653.0,18.0,2422.0,2976020.0,290684.0,1.0,1.0,,,,,,,,,,,
Simpson,KS,51.0,61.0,68.0,484.0,25.0,2488.0,872040.0,298619.0,1,1,759.3303272,1830.74269,3.0,44.0,365.0,0.0,2.0,657450.0,241.0,1.0,1.0,,,,,,,,,,,
Smith Center,KS,781.0,1615.0,949.0,6857.0,420.0,41512.0,12348749.0,4983190.0,1,1,18789.87396,45542.77585,38.0,464.0,3992.0,110.0,15020.0,7188903.0,1803059.0,1.0,1.0,3395.6307471181817,9170.236231451214,73.0,265.0,3543.0,142.0,38460.0,6379560.0,4616813.0,1.0,1.0
Smolan,KS,89.0,192.0,145.0,1101.0,33.0,3265.0,1983509.0,391996.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Soldier,KS,50.0,107.0,81.0,612.0,8.0,781.0,1102513.0,93763.0,1,1,,,,,,,,,,,,,,,,,,,,,,
