city,state_abbr,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class
Almont,ND,399.2643428,317.49282789999995,3.0,47.0,485.0,6.0,1083.0,524425.0,130057.0,Normal,Normal
Almyra,AR,90.92873479,179.5809351,4.0,27.0,321.0,9.0,1365.0,511870.0,163911.0,Normal,Normal
Alna,ME,6584.226835,8346.733259999999,11.0,68.0,568.0,0.0,0.0,616274.0,0.0,Normal,Normal
Alorton,IL,2581.245718,4350.227441,33.0,591.0,6645.0,0.0,0.0,6788547.0,0.0,Normal,Normal
Alpena,AR,165.3132146,341.3601293,11.0,100.0,1217.0,20.0,2765.0,1942435.0,331958.0,Normal,Normal
Alpena,MI,43330.44325,88001.88211,320.0,3670.0,32725.0,47.0,7021.0,42714216.0,842786.0,Very High,Normal
Alpena,SD,799.1537481,818.5595816,4.0,42.0,421.0,0.0,0.0,455375.0,0.0,Normal,Normal
Alpha,IL,582.1566623,573.3350673,8.0,58.0,660.0,18.0,3161.0,673801.0,379405.0,Normal,Normal
Alpha,MN,64.55430888,122.21896409999998,5.0,89.0,860.0,0.0,0.0,930433.0,14.0,Normal,Normal
Alpha,NJ,6019.1566,11350.88821,46.0,507.0,4336.0,231.0,27616.0,8355166.0,3315043.0,Normal,High
Alpine,NJ,53758.48651,91978.98134,25.0,506.0,4180.0,218.0,30061.0,7526765.0,3608639.0,Normal,High
Alpine,NY,6719.810814,11497.37267,25.0,506.0,4180.0,218.0,30061.0,7526765.0,3608639.0,Normal,High
Alpine,TX,25490.313009999998,57284.05125,162.0,2112.0,25176.0,658.0,54191.0,33710045.0,6505284.0,High,High
Alpine,UT,34762.26102,62410.44175,177.0,1287.0,14605.0,396.0,53384.0,18014146.0,6408316.0,High,High
Alpine,WY,1706.405287,2492.1688489999997,17.0,331.0,3771.0,52.0,5646.0,4651620.0,677779.0,Normal,Normal
Alsace,PA,16481.39245,27447.41993,61.0,219.0,2274.0,49.0,6017.0,4382638.0,722268.0,Normal,Normal
Alsey,IL,198.45384669999999,434.42595020000016,5.0,55.0,614.0,7.0,1263.0,627065.0,151600.0,Normal,Normal
Alstead,NH,18799.36811,25944.54932,49.0,326.0,2298.0,0.0,0.0,2494173.0,0.0,Normal,Normal
Alta,IA,3037.035721,4829.5769789999995,37.0,164.0,1791.0,84.0,13884.0,1938720.0,1666713.0,Normal,Normal
Alta,UT,2958.260837000001,5363.833153000001,0.0,1.0,6.0,0.0,21.0,7422.0,2496.0,Normal,Normal
Alta Vista,IA,671.475599,856.2032162,9.0,43.0,469.0,14.0,2446.0,507543.0,293664.0,Normal,Normal
Alta Vista,KS,719.616842,951.0652417000001,20.0,179.0,1777.0,0.0,0.0,3199766.0,12.0,Normal,Normal
Altamont,IL,2977.869839,5041.684071,63.0,1084.0,12164.0,61.0,6855.0,12426757.0,822909.0,High,Normal
Altamont,UT,3391.8643409999995,5849.460137,127.5,1510.5,17137.75,511.5,68898.25,21138033.5,8270735.0,High,High
Altheimer,AR,1148.869091,1573.147103,33.0,263.0,3180.0,85.0,13317.0,5074890.0,1598660.0,Normal,Normal
Alto,TX,1455.169039,1171.672172,18.0,240.0,2861.0,23.0,3529.0,3830883.0,423658.0,Normal,Normal
Alto Pass,IL,642.0222698,534.8572642,5.0,47.0,525.0,0.0,0.0,536093.0,0.0,Normal,Normal
Alton,IA,5411.265242,7007.487739,35.0,189.0,2064.0,67.0,11141.0,2234044.0,1337434.0,Normal,Normal
Alton,IL,6221.92,10168.81,42.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Alton,KS,1430.596722,2736.825173,8.0,104.0,935.0,0.0,5.0,1684240.0,659.0,Normal,Normal
Alton,ME,105.49770359999998,229.447884,3.0,24.0,192.0,6.0,661.0,208100.0,79300.0,Normal,Normal
Alton,MO,10637.33521,22896.00725,42.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Alton,TX,6262.746023,11267.35886,51.0,794.0,9465.0,112.0,16727.0,12673161.0,2007994.0,Normal,Normal
Altona,IL,2806.248393,2974.139067,8.0,75.0,840.0,13.0,1649.0,858437.0,197976.0,Normal,Normal
Altona,NY,4622.6424240000015,7536.947386,27.0,136.0,1277.0,0.0,0.0,2299371.0,56.0,Normal,Normal
Altoona,IA,6221.92,10168.81,209.0,3318.0,36336.0,732.0,7021.0,39329115.0,842786.0,Very High,Normal
Altoona,KS,494.2317624,795.9788975,10.0,89.0,892.0,10.0,1517.0,1605974.0,182141.0,Normal,Normal
Altoona,WI,34978.20631,68417.93377,130.0,2467.0,24330.0,632.0,100397.0,26333899.0,12051960.0,High,Very High
Altura,MN,2807.214447,4464.814896,30.0,215.0,2166.0,79.0,13499.0,2344621.0,1620402.0,Normal,Normal
Alturas,CA,17304.71894,43697.85825,92.0,1173.0,7723.0,0.0,0.0,9525800.0,0.0,Normal,Normal
Altus,AR,3734.3729299999995,3265.9317109999997,16.0,161.0,2137.0,70.0,9797.0,4535241.0,1176112.0,Normal,Normal
Altus,OK,79043.9261,122766.3439,42.0,4636.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Alva,OK,23307.93976,51978.122639999994,143.0,1613.0,21212.0,214.0,31052.0,45008328.0,3727571.0,High,High
Alvarado,MN,26.37442591,57.36197099,9.0,229.0,2665.0,56.0,7836.0,2884567.0,940702.0,Normal,Normal
Alvarado,TX,5475.678457,7687.3576939999975,77.0,1095.0,13057.0,135.0,20257.0,17482823.0,2431702.0,High,Normal
Alvin,TX,6221.92,10168.81,42.0,417.0,4199.0,782.0,120715.0,6139039.0,14490951.0,Normal,Very High
Alvo,NE,449.4039601,612.3411668,7.0,35.0,415.0,9.0,1587.0,448930.0,190532.0,Normal,Normal
Alvord,IA,738.9519538,1147.791686,5.0,25.0,271.0,8.0,1398.0,293594.0,167868.0,Normal,Normal
Alvord,TX,972.5232007999999,1550.8360630000002,20.0,178.0,2122.0,17.0,2582.0,2840828.0,309894.0,Normal,Normal
Amador City,CA,72.04961291,123.3368771,6.0,89.0,480.0,11.0,1325.0,643141.0,159043.0,Normal,Normal
Amalga,UT,536.7651738,1284.467359,6.0,86.0,981.0,44.0,5925.0,1209640.0,711239.0,Normal,Normal
Amanda,OH,501.7943093,942.8326063999999,20.0,61.0,551.0,25.0,4521.0,938759.0,542748.0,Normal,Normal
Amarillo,TX,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Amasa,MI,408.2958795,824.9631023,8.0,81.0,577.0,0.0,0.0,983461.0,0.0,Normal,Normal
Amber,OK,1088.7636380000001,1610.186577,3.0,49.0,640.0,9.0,1302.0,1356993.0,156260.0,Normal,Normal
Amberg,WI,1300.2054890000004,2171.038626,5.0,33.0,307.0,3.0,477.0,400162.0,57285.0,Normal,Normal
Amberley,OH,6502.088921000001,11622.9137,64.0,650.0,7446.0,266.0,36087.0,12694802.0,4332035.0,Normal,High
Ambler,PA,7850.179656,13903.677169999999,170.0,1398.0,13770.0,47.0,115734.0,26537144.0,13893045.0,High,Very High
Amboy,IL,15454.851690000001,32957.5957,48.0,268.0,3070.0,132.0,21949.0,5234218.0,2634791.0,Normal,Normal
Amboy,IN,334.6353349,385.0039172,3.0,23.0,256.0,2.0,324.0,436905.0,38849.0,Normal,Normal
Amboy,MN,870.4459272,1147.556503,23.0,157.0,1582.0,0.0,1.0,1712196.0,86.0,Normal,Normal
Amboy,NY,4148.110196000001,6716.291020000002,17.0,87.0,831.0,3.0,563.0,1497142.0,67556.0,Normal,Normal
Ambridge,PA,32804.06031,51286.448469999996,191.0,3824.0,40723.0,47.0,7021.0,69429204.0,842786.0,Very High,Normal
Amelia,OH,4015.568841,5801.14301,71.0,1170.0,13411.0,212.0,28662.0,22864648.0,3440689.0,High,High
Amenia,CT,20539.93939,32384.70711000001,93.0,727.0,6652.0,0.0,0.0,11976380.0,0.0,Normal,Normal
Amenia,ND,488.7285916,802.6688943,2.0,25.0,266.0,0.0,0.0,287764.0,34.0,Normal,Normal
Amenia,NY,51349.84848,80961.76777,93.0,727.0,6652.0,0.0,0.0,11976380.0,0.0,Normal,Normal
American Canyon,CA,62186.112310000004,91169.07458,130.0,417.0,29680.0,621.0,74990.0,39741247.0,9001985.0,Very High,Very High
American Falls,ID,15721.230759999999,40591.5563,70.0,469.0,6216.0,232.0,32916.0,7666482.0,3951325.0,Normal,High
American Fork,UT,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Americus,KS,775.5996209,1007.472586,11.0,104.0,1038.0,7.0,905.0,1868933.0,108688.0,Normal,Normal
Amery,WI,22354.603909999998,53581.80106000001,98.0,1320.0,13001.0,195.0,28655.0,14071505.0,3439866.0,High,High
Ames,IA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Amesbury Town,MA,6221.92,10168.81,340.0,417.0,47679.0,0.0,0.0,51744708.0,33.0,Very High,Normal
Amesbury Town,NH,6221.92,10168.81,340.0,417.0,47679.0,0.0,0.0,51744708.0,33.0,Very High,Normal
Amherst,MA,6221.92,10168.81,42.0,417.0,47676.0,47.0,7021.0,51740966.0,842786.0,Very High,Normal
Amherst,NH,6221.92,10168.81,248.0,417.0,39541.0,47.0,85842.0,42912275.0,10304683.0,Very High,Very High
Amherst,NY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Amherst,OH,6221.92,10168.81,231.0,2716.0,26918.0,283.0,46145.0,45892808.0,5539403.0,High,High
Amherst,TX,1382.854803,1736.1313460000001,7.0,82.0,977.0,8.0,1228.0,2073519.0,147422.0,Normal,Normal
Amherst,WI,3413.5361359999997,5168.747492,42.0,250.0,2489.0,117.0,19519.0,3248426.0,2343124.0,Normal,Normal
Amidon,ND,129.10861780000002,244.43792819999996,99.25,2955.0,30515.75,450.25,83372.5,33029264.25,10008251.25,Very High,Very High
Amite City,LA,7348.2381879999975,12186.26656,77.0,1837.0,22794.0,159.0,20039.0,36370889.0,2405495.0,High,Normal
Amity,AR,231.12315299999997,630.3073674999998,14.0,95.0,1158.0,33.0,5258.0,1848131.0,631164.0,Normal,Normal
Amity,ME,258.2172355,488.8758563999999,0.0,5.0,41.0,0.0,0.0,44409.0,0.0,Normal,Normal
Amity,NY,18568.51038,34707.81072,50.0,341.0,3139.0,141.0,26426.0,5651685.0,3172255.0,Normal,High
Amity,OR,1068.564746,1272.07441,31.0,243.0,2715.0,42.0,4505.0,3348999.0,540814.0,Normal,Normal
Amity,PA,86113.50156,146925.5554,203.0,1906.0,19579.0,725.0,91641.0,37732569.0,11000866.0,High,Very High
Ammon,ID,31998.3514,64813.42928,96.0,1785.0,19407.0,381.0,54011.0,23936494.0,6483587.0,High,High
Amo,IN,404.86312460000005,681.6332917999998,4.0,29.0,319.0,0.0,0.0,543917.0,0.0,Normal,Normal
Amorita,OK,64.55430888,122.21896409999998,1.0,7.0,89.0,1.0,82.0,189628.0,9798.0,Normal,Normal
Amory,MS,58556.16153,130663.8326,202.0,4806.0,41333.0,305.0,42138.0,69286813.0,5058365.0,Very High,High
Amsterdam,NY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Amsterdam,OH,157.7585948,291.1330925,10.0,70.0,693.0,5.0,909.0,1181770.0,109102.0,Normal,Normal
Amwell,PA,36252.99196,63698.360720000004,53.0,317.0,3675.0,148.0,19475.0,6266232.0,2337886.0,Normal,Normal
Anacoco,LA,211.5622837,320.8611456000001,11.0,124.0,1294.0,11.0,1384.0,2746601.0,166111.0,Normal,Normal
Anaconda-Deer Lodge County,MT,6221.92,10168.81,177.0,2005.0,17978.0,605.0,80898.0,22174793.0,9711198.0,High,Very High
Anacortes,WA,52873.32477,112024.8766,42.0,4929.0,4199.0,47.0,111518.0,61469041.0,13386944.0,Normal,Very High
Anadarko,OK,13789.84489,21455.84896,124.0,1550.0,20386.0,368.0,53594.0,43255902.0,6433525.0,High,High
Anaheim,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Anahuac,TX,5544.831481,6809.3367659999985,25.0,382.0,4552.0,44.0,6740.0,7263019.0,809140.0,Normal,Normal
Anamoose,ND,660.6373937000002,637.4601798,10.0,171.0,2119.0,12.0,2245.0,2293351.0,269459.0,Normal,Normal
Anamosa,IA,19702.00463,49025.45108,109.0,667.0,7308.0,214.0,33497.0,7909674.0,4021082.0,Normal,High
Anchor,IL,531.8580083,518.858734,3.0,27.0,301.0,6.0,1072.0,307700.0,128669.0,Normal,Normal
Anchorage,AK,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Anchorage,KY,5541.344567,9998.077843000001,44.0,1194.0,12864.0,178.0,23896.0,21563777.0,2868596.0,High,Normal
Ancram,MA,3153.293855,5410.585746,35.0,160.0,1364.0,0.0,0.0,2455622.0,0.0,Normal,Normal
Ancram,NY,15766.46927,27052.92873,35.0,160.0,1364.0,0.0,0.0,2455622.0,0.0,Normal,Normal
Andale,KS,2455.00719,3553.65212,10.0,115.0,1151.0,21.0,3260.0,2073553.0,391298.0,Normal,Normal
Andalusia,IL,3727.823129,5372.006806,14.0,392.0,4443.0,28.0,4823.0,4808554.0,578949.0,Normal,Normal
Anderson,AK,144.09922580000003,246.6737542,1.0,31.0,183.0,0.0,0.0,252308.0,0.0,Normal,Normal
Anderson,CA,22759.4406,37991.6985,161.0,2963.0,15974.0,336.0,40580.0,21388943.0,4871285.0,High,High
Anderson,IN,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Anderson,TX,315.0353555000001,640.9513947,8.0,78.0,934.0,9.0,1381.0,1250417.0,165816.0,Normal,Normal
Andes,NY,13486.82931,23670.30788,30.0,155.0,1456.0,0.0,9.0,2622150.0,1046.0,Normal,Normal
Andover,CT,14075.408459999999,20613.48047,63.0,473.0,2970.0,133.0,17545.0,3223361.0,2106166.0,Normal,Normal
Andover,IA,213.0469156,610.5774365,158.25,2461.5,26954.0,680.25,108912.5,29174085.5,13074184.75,High,Very High
Andover,IL,633.3735317000003,686.1308192,3.0,30.0,333.0,8.0,1404.0,340285.0,168586.0,Normal,Normal
Andover,KS,6221.92,10168.81,153.0,2928.0,29426.0,455.0,64214.0,52991392.0,7708433.0,Very High,High
Andover,MA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Andover,ME,7036.294931,11201.17004,9.0,62.0,518.0,0.0,0.0,561975.0,0.0,Normal,Normal
Andover,MN,6221.92,10168.81,341.0,3847.0,37393.0,835.0,7021.0,40472322.0,842786.0,Very High,Normal
Andover,NH,22996.67163,38584.48995,66.0,427.0,2907.0,0.0,3.0,3154925.0,330.0,Normal,Normal
Andover,NJ,27125.404889999998,51770.31609,161.0,1337.0,11424.0,577.0,69053.0,22015629.0,8289400.0,High,High
Andover,NY,8189.716437,13613.56514,28.0,159.0,1500.0,56.0,10553.0,2700776.0,1266772.0,Normal,Normal
Andover,OH,3585.4704619999998,5860.15622,59.0,710.0,6807.0,17.0,4394.0,11605188.0,527453.0,Normal,Normal
Andover,VT,3589.9976,6062.376494,9.0,63.0,437.0,0.0,0.0,474270.0,0.0,Normal,Normal
Andrew,IA,547.0822718999998,458.8145733,14.0,81.0,883.0,36.0,5647.0,955724.0,677918.0,Normal,Normal
Andrews,IN,167.4682911,344.54868389999996,29.0,134.0,1512.0,12.0,1812.0,2577167.0,217517.0,Normal,Normal
Andrews,TX,25008.20565,55648.5893,152.0,2462.0,29348.0,160.0,23947.0,39296798.0,2874624.0,Very High,Normal
Aneta,ND,3212.649119,5617.412208,6.0,100.0,1254.0,6.0,1179.0,1357361.0,141511.0,Normal,Normal
Angel Fire,NM,11678.98308,19274.8845,26.0,275.0,2828.0,0.0,2.0,3632496.0,187.0,Normal,Normal
Angelica,NY,9189.797775,13174.96935,28.0,170.0,1519.0,29.0,5141.0,2734463.0,617111.0,Normal,Normal
Angels,CA,11528.09758,20910.92166,81.0,1489.0,8030.0,192.0,23164.0,10752562.0,2780645.0,Normal,Normal
Angie,LA,132.6892022,197.20490049999998,7.0,81.0,999.0,7.0,870.0,1593532.0,104382.0,Normal,Normal
Angleton,TX,43094.32214,91813.50149,341.0,4759.0,4199.0,542.0,83402.0,6139039.0,10011814.0,Normal,Very High
Angola,IN,42467.77713,86087.54476,300.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Angoon,AK,346.0805274,361.35682410000004,1.0,31.0,183.0,0.0,0.0,252308.0,0.0,Normal,Normal
Anguilla,MS,1125.792743,1594.264283,10.0,80.0,1020.0,0.0,2.0,1618864.0,212.0,Normal,Normal
Anita,IA,3203.476423,5275.74636,40.0,169.0,1854.0,84.0,13844.0,2006794.0,1661813.0,Normal,Normal
Aniwa,WI,198.45384669999999,434.42595020000016,3.0,26.0,260.0,9.0,1548.0,339942.0,185873.0,Normal,Normal
Ankeny,IA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Ann Arbor,MI,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Anna,IL,50038.97617,121544.8573,153.0,3826.0,43006.0,243.0,35568.0,43935765.0,4269640.0,Very High,High
Anna,OH,1437.068209,2073.401863,21.0,139.0,1554.0,40.0,8036.0,2649281.0,964674.0,Normal,Normal
Anna,TX,30340.01115,44792.34455,67.0,1023.0,12196.0,97.0,14529.0,16331014.0,1744144.0,High,Normal
Annabella,UT,379.96855899999997,568.7371717999997,14.0,100.0,1131.0,71.0,9588.0,1394905.0,1151026.0,Normal,Normal
Annandale,MN,8725.90942,15223.03729,104.0,1075.0,10834.0,471.0,77089.0,11726455.0,9253969.0,High,Very High
Annapolis,MD,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Annawan,IL,4586.427570000002,7665.405013,25.0,166.0,1889.0,11.0,1921.0,1929612.0,230566.0,Normal,Normal
Annetta,TX,36.02480646,61.66843856,20.0,233.0,2779.0,20.0,3060.0,3721159.0,367282.0,Normal,Normal
Annetta South,TX,318.1110672,385.5259183,10.0,122.0,1448.0,11.0,1595.0,1939511.0,191432.0,Normal,Normal
Annin,PA,2844.527459,4770.160758,4.0,22.0,244.0,6.0,797.0,469602.0,95615.0,Normal,Normal
Annsville,NY,9773.536084000001,15212.738980000002,36.0,226.0,2148.0,0.0,0.0,3868032.0,12.0,Normal,Normal
Annville,PA,9319.305924,15334.667959999999,77.0,420.0,4361.0,232.0,28504.0,8403716.0,3421664.0,Normal,High
Anoka,MN,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Ansley,NE,1828.265896,2323.101016,13.0,105.0,904.0,7.0,1251.0,978563.0,150145.0,Normal,Normal
Anson,ME,21976.877940000002,37809.98155,21.0,113.0,950.0,0.0,0.0,1031494.0,21.0,Normal,Normal
Ansonia,CT,79318.80192,133905.1416,264.0,3822.0,24058.0,47.0,100923.0,26108955.0,12115028.0,High,Very High
Ansonia,OH,2705.7133519999998,2847.0882100000013,36.0,223.0,2492.0,31.0,5366.0,4249046.0,644139.0,Normal,Normal
Antelope,OR,36.02480646,61.66843856,2.0,12.0,132.0,0.0,0.0,162658.0,7.0,Normal,Normal
Anthon,IA,1829.9578829999998,2367.8824050000007,18.0,90.0,983.0,32.0,5393.0,1063522.0,647348.0,Normal,Normal
Anthony,KS,18588.19055,45645.062589999994,79.0,1604.0,11705.0,150.0,22832.0,21079321.0,2740863.0,High,Normal
Anthony,NM,8202.587189,9614.531443,74.0,955.0,11385.0,157.0,23442.0,14621870.0,2814010.0,High,Normal
Anthony,TX,16405.17438,19229.06289,74.0,955.0,11385.0,157.0,23442.0,14621870.0,2814010.0,High,Normal
Antigo,WI,32364.279339999997,70603.21482000001,210.0,4642.0,4199.0,47.0,7021.0,65007844.0,842786.0,Normal,Normal
Antimony,UT,758.6350961,1402.383986,1.0,14.0,159.0,4.0,484.0,196013.0,58062.0,Normal,Normal
Antioch,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Antioch,OH,333.13768819999996,1016.176807,4.0,22.0,214.0,5.0,924.0,364944.0,110941.0,Normal,Normal
Antlers,OK,20388.75735,50459.96011,70.0,1123.0,14766.0,90.0,13078.0,31330397.0,1569955.0,High,Normal
Antoine,AR,175.5950144,221.76035209999998,1.0,6.0,80.0,2.0,266.0,126979.0,31927.0,Normal,Normal
Anton,TX,1148.893108,1402.418597,6.0,45.0,542.0,3.0,514.0,1148977.0,61701.0,Normal,Normal
Antonito,CO,359.2674068,732.9723443,16.0,74.0,807.0,14.0,2540.0,1414388.0,304961.0,Normal,Normal
Antrim,NH,16316.83615,26683.15197,80.0,577.0,3997.0,0.0,0.0,4337884.0,0.0,Normal,Normal
Antrim,PA,70845.56383,110994.6043,131.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Antwerp,NY,7579.01662,10265.6099,23.0,117.0,1116.0,0.0,0.0,2009745.0,38.0,Normal,Normal
Antwerp,OH,3341.371059,4771.159945,22.0,176.0,1743.0,0.0,0.0,2972018.0,0.0,Normal,Normal
Apache,OK,3832.897382,5682.691411,29.0,281.0,3698.0,71.0,10343.0,7846742.0,1241566.0,Normal,Normal
Apache Junction,AZ,6221.92,10168.81,42.0,417.0,4199.0,563.0,63060.0,6139039.0,7569867.0,Normal,High
Aplington,IA,3414.645588000001,4958.847964000001,26.0,112.0,1227.0,45.0,7500.0,1328530.0,900266.0,Normal,Normal
Apolacon,NY,578.4182175,989.3037275,6.0,79.0,784.0,0.0,0.0,1510790.0,0.0,Normal,Normal
Apolacon,PA,867.6273263,1483.955591,6.0,79.0,784.0,0.0,0.0,1510790.0,0.0,Normal,Normal
Apple Creek,OH,772.4039582,920.7667989,28.0,273.0,2695.0,22.0,3612.0,4594394.0,433566.0,Normal,Normal
Apple River,IL,747.9647074,1051.375309,11.0,56.0,641.0,30.0,4942.0,693249.0,593309.0,Normal,Normal
Apple River,WI,747.9647074,1051.375309,11.0,56.0,641.0,30.0,4942.0,693249.0,593309.0,Normal,Normal
Apple Valley,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Apple Valley,MN,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Apple Valley,UT,729.6318291,1276.611934,4.0,63.0,719.0,9.0,1224.0,886418.0,146943.0,Normal,Normal
Appleby,TX,706.4826676,2122.6077379999997,4.0,32.0,380.0,3.0,435.0,508827.0,52271.0,Normal,Normal
Applegate,MI,62.10187746,67.36009315,6.0,53.0,548.0,21.0,3182.0,715190.0,382035.0,Normal,Normal
Appleton,ME,16338.102319999998,27403.857089999998,24.0,133.0,1111.0,0.0,0.0,1205564.0,0.0,Normal,Normal
Appleton,MN,13041.63519,36528.12624,60.0,972.0,11645.0,0.0,7.0,12603882.0,881.0,High,Normal
Appleton,WI,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Aquilla,OH,311.1735995,739.6059682,2.0,13.0,117.0,0.0,0.0,199886.0,0.0,Normal,Normal
Aquilla,TX,26.37442591,57.36197099,1.0,9.0,108.0,1.0,120.0,144757.0,14356.0,Normal,Normal
Aquinnah,MA,1136.641451,2241.989713,11.0,102.0,620.0,0.0,0.0,673340.0,0.0,Normal,Normal
Aransas Pass,TX,6221.92,10168.81,200.0,2728.0,32511.0,300.0,46282.0,43532747.0,5555762.0,Very High,High
Arapaho,OK,228.307131,431.88296339999994,6.0,100.0,1309.0,14.0,2107.0,2778416.0,252897.0,Normal,Normal
Arapahoe,NE,3919.543526,6998.676037,55.0,397.0,3800.0,0.0,0.0,4112885.0,0.0,Normal,Normal
Ararat,PA,843.0811731000001,1438.503797,4.0,18.0,202.0,0.0,0.0,389687.0,43.0,Normal,Normal
Arcade,NY,74694.9878,110349.3317,107.0,4130.0,38350.0,308.0,57556.0,69051925.0,6909151.0,Very High,High
Arcadia,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Arcadia,IA,1231.174772,1754.033341,10.0,33.0,365.0,26.0,4368.0,395105.0,524332.0,Normal,Normal
Arcadia,IN,3669.4946659999996,7332.705734,27.0,159.0,1787.0,13.0,1792.0,3045977.0,215141.0,Normal,Normal
Arcadia,LA,4433.381536,6790.47301,77.0,1630.0,20216.0,107.0,13469.0,32256823.0,1616863.0,High,Normal
Arcadia,MI,26.37442591,57.36197099,9.0,64.0,535.0,0.0,0.0,698562.0,0.0,Normal,Normal
Arcadia,NE,1019.733858,1183.545651,47.0,746.0,6866.0,0.0,12.0,7431495.0,1490.0,Normal,Normal
Arcadia,OH,1434.262201,1924.6655190000001,12.0,146.0,1437.0,26.0,4690.0,2450037.0,563026.0,Normal,Normal
Arcadia,OK,521.2870036,1026.8427570000001,6.0,246.0,3232.0,53.0,7655.0,6857423.0,918945.0,Normal,Normal
Arcadia,WI,7943.123517,12648.43043,59.0,680.0,6713.0,157.0,23228.0,7266334.0,2788299.0,Normal,Normal
Arcanum,OH,1828.655843,2867.505157,62.0,387.0,4329.0,47.0,8102.0,7380302.0,972579.0,Normal,Normal
Arcata,CA,6221.92,10168.81,327.0,417.0,33697.0,47.0,107044.0,45120472.0,12849909.0,Very High,Very High
Archbold,OH,19650.024840000002,49174.385630000004,111.0,1085.0,10082.0,0.0,0.0,17188006.0,0.0,High,Normal
Archer City,TX,1322.2959859999999,1694.032131,50.0,449.0,5347.0,39.0,5817.0,7159579.0,698331.0,Normal,Normal
Arco,ID,13551.34274,36614.03415,41.0,325.0,3533.0,0.0,11.0,4358270.0,1345.0,Normal,Normal
Arco,MN,99.22692333,217.21297510000002,0.0,7.0,85.0,0.0,0.0,91960.0,3.0,Normal,Normal
Arcola,IL,7918.967318999998,13283.25275,62.0,594.0,6658.0,0.0,0.0,6802310.0,0.0,Normal,Normal
Arcola,MO,362.2628146,358.095523,7.0,101.0,914.0,0.0,0.0,933803.0,0.0,Normal,Normal
Arcola,MS,198.31685149999998,376.7611163,8.0,58.0,739.0,0.0,1.0,1173221.0,113.0,Normal,Normal
Arden,DE,2520.594048,4371.839037,8.0,100.0,993.0,35.0,3473.0,1912966.0,416968.0,Normal,Normal
Arden Hills,MN,30680.082619999997,56047.38864,106.0,3743.0,37722.0,665.0,113384.0,40828821.0,13610879.0,Very High,Very High
Ardencroft,DE,1034.07795,1932.00758,7.0,84.0,835.0,29.0,2921.0,1608542.0,350612.0,Normal,Normal
Ardentown,DE,7275.321969,12157.25086,10.0,125.0,1241.0,43.0,4271.0,2392089.0,512656.0,Normal,Normal
Ardmore,OK,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Ardmore,TN,4401.747023,7267.191862000002,38.0,656.0,5601.0,0.0,0.0,9388884.0,0.0,Normal,Normal
Arena,WI,264.0629926,471.6490255,13.0,85.0,753.0,42.0,7146.0,983034.0,857792.0,Normal,Normal
Arendtsville,PA,26.37442591,57.36197099,27.0,67.0,693.0,92.0,11807.0,1336035.0,1417375.0,Normal,Normal
Arenzville,IL,1818.038348,2350.684743,27.75,302.0,3391.75,102.0,13387.25,3464672.75,1607052.25,Normal,Normal
