city,state_abbr,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class
Caledonia,WI,6221.92,10168.81,317.0,3828.0,32996.0,761.0,7021.0,56253846.0,842786.0,Very High,Normal
Calera,OK,6704.736663000002,10735.81811,17.0,171.0,2244.0,43.0,6243.0,4761477.0,749443.0,Normal,Normal
Calexico,CA,6221.92,146330.1977,272.0,417.0,4199.0,454.0,53157.0,6139039.0,6381086.0,Normal,High
Calhan,CO,944.0290082,1563.9043390000006,50.0,303.0,2577.0,63.0,11133.0,4515195.0,1336441.0,Normal,Normal
Calhoun,IL,52.74885181,114.723942,1.0,21.0,236.0,0.0,0.0,240608.0,2.0,Normal,Normal
Calhoun,KY,3666.859714,6290.048554,18.0,139.0,1464.0,20.0,2806.0,2454805.0,336890.0,Normal,Normal
Calhoun City,MS,15489.8474,39260.15068,48.0,610.0,5234.0,26.0,3576.0,8774535.0,429230.0,Normal,Normal
Calico Rock,AR,28469.103410000003,76355.31262000001,21.0,197.0,2403.0,42.0,5925.0,3834724.0,711288.0,Normal,Normal
Caliente,NV,12401.7009,35347.68478,27.0,165.0,2087.0,0.0,0.0,2680074.0,0.0,Normal,Normal
Califon,NJ,5789.590907,9216.636525,34.0,442.0,3777.0,196.0,26638.0,7279229.0,3197664.0,Normal,High
California,PA,31618.9935,50588.0337,97.0,851.0,9853.0,331.0,43503.0,16798738.0,5222160.0,High,High
California City,CA,58244.97361,93192.73807,63.0,826.0,6421.0,83.0,9731.0,8597347.0,1168112.0,Normal,Normal
Calimesa,CA,49551.273689999995,97547.04412,81.0,1202.0,9340.0,119.0,13942.0,12506851.0,1673660.0,Normal,Normal
Calion,AR,405.1873011,1139.513684,20.0,174.0,2117.0,53.0,8382.0,3378331.0,1006198.0,Normal,Normal
Calipatria,CA,3386.095217,4076.033211,16.0,308.0,2568.0,21.0,2414.0,3298424.0,289797.0,Normal,Normal
Calistoga,CA,17128.968569999994,28718.9287,145.0,2808.0,15141.0,47.0,104897.0,20273844.0,12592093.0,High,Very High
Callaway,MN,1254.5408220000004,1704.186193,3.0,40.0,460.0,0.0,0.0,497605.0,0.0,Normal,Normal
Callaway,NE,11113.208120000001,34361.98878,20.0,114.0,1102.0,22.0,3780.0,1192614.0,453812.0,Normal,Normal
Callender,IA,553.3198965,810.5581528,9.0,45.0,490.0,14.0,2376.0,529858.0,285230.0,Normal,Normal
Callicoon,NY,40275.87356,69253.6173,81.0,538.0,5052.0,0.0,0.0,9096261.0,0.0,Normal,Normal
Callisburg,TX,500.42262360000007,954.6557562999999,1.0,9.0,110.0,1.0,111.0,147524.0,13319.0,Normal,Normal
Calmar,IA,2648.8726899999997,4314.173449,22.0,91.0,991.0,73.0,11965.0,1073092.0,1436320.0,Normal,Normal
Caln,PA,77576.17173,132577.5408,206.0,1847.0,18197.0,588.0,71180.0,35067480.0,8544668.0,High,High
Calumet,MI,951.3414002999999,1691.760723,42.0,501.0,3224.0,87.0,13289.0,4208514.0,1595290.0,Normal,Normal
Calumet,OK,1015.756238,1386.9296630000001,6.0,54.0,705.0,8.0,1102.0,1496283.0,132254.0,Normal,Normal
Calumet City,IN,49732.417030000004,77556.30653,42.0,4930.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Calumet Park,IL,22380.88645,30256.53304,126.0,1009.0,11555.0,371.0,53897.0,19700104.0,6469963.0,High,High
Calvert,TX,1394.8795380000001,2376.837365,16.0,142.0,1688.0,15.0,2263.0,2259701.0,271667.0,Normal,Normal
Calvert City,KY,22377.12821,37286.66696,67.0,716.0,6218.0,71.0,9986.0,10423883.0,1198775.0,Normal,Normal
Calvin,LA,699.2073575000003,1705.7852579999999,304.0,417.0,4199.0,727.0,91753.5,6139039.0,11014363.5,Normal,Very High
Camanche,IA,13927.300319999998,19726.003780000006,63.0,787.0,8618.0,250.0,41358.0,9327620.0,4964763.0,Normal,High
Camanche,IL,6963.650162000001,9863.001891,63.0,787.0,8618.0,250.0,41358.0,9327620.0,4964763.0,Normal,High
Camargo,IL,26.37442591,57.36197099,15.0,119.0,1341.0,0.0,0.0,1369850.0,0.0,Normal,Normal
Camargo,KY,3102.532197,5321.849457,18.0,163.0,1739.0,27.0,3472.0,2914321.0,416755.0,Normal,Normal
Camargo,OK,348.84401139999994,359.623556,4.0,35.0,466.0,5.0,706.0,987843.0,84738.0,Normal,Normal
Camarillo,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Camas,OR,65452.40486,112494.234,259.0,2139.0,28465.0,432.0,47366.0,35108960.0,5685927.0,High,High
Camas,WA,6221.92,168741.35100000002,259.0,2139.0,28465.0,432.0,47366.0,35108960.0,5685927.0,High,High
Cambria,IL,79.12327772,172.08591299999995,16.0,172.0,1940.0,0.0,0.0,1981829.0,0.0,Normal,Normal
Cambria,NY,15590.86799,26780.29103,104.0,498.0,4736.0,169.0,30478.0,8528211.0,3658621.0,Normal,High
Cambridge,IA,750.2770830000003,1083.092365,7.0,42.0,461.0,20.0,3271.0,470974.0,392702.0,Normal,Normal
Cambridge,ID,2352.649798,4265.978034000002,19.0,114.0,1507.0,28.0,4013.0,1858616.0,481699.0,Normal,Normal
Cambridge,IL,3701.6718909999995,4820.01811,46.0,451.0,5086.0,123.0,21445.0,5196158.0,2574318.0,Normal,Normal
Cambridge,MA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cambridge,MD,42814.999939999994,87445.95803,306.0,417.0,45754.0,0.0,0.0,6139039.0,0.0,Very High,Normal
Cambridge,ME,225.7436429,479.3627467,11.0,69.0,575.0,0.0,0.0,624565.0,0.0,Normal,Normal
Cambridge,MN,79968.03138,10168.81,175.0,3617.0,34391.0,47.0,7021.0,37223743.0,842786.0,Very High,Normal
Cambridge,NE,28099.38078,79481.79996,34.0,245.0,2346.0,0.0,0.0,2539203.0,0.0,Normal,Normal
Cambridge,NY,5253.027508,9008.707668000001,47.0,304.0,2889.0,13.0,2516.0,5201281.0,301974.0,Normal,Normal
Cambridge,OH,62587.60359,157640.7474,42.0,4720.0,46621.0,798.0,7021.0,6139039.0,842786.0,Very High,Normal
Cambridge,VT,76369.1458,128365.0953,94.0,834.0,5765.0,0.0,0.0,6256697.0,0.0,Normal,Normal
Cambridge,WI,3083.20014,5738.258632,44.0,331.0,2873.0,101.0,15522.0,3749450.0,1863323.0,Normal,Normal
Cambridge City,IN,2492.858479,3515.743271000001,66.0,390.0,4344.0,93.0,12834.0,7406714.0,1540639.0,Normal,Normal
Camden,AR,36438.51255,75647.94792,227.0,2946.0,35925.0,47.0,7021.0,57322912.0,842786.0,Very High,Normal
Camden,DE,21315.36294,34997.78648,69.0,1021.0,10150.0,0.0,0.0,19560189.0,0.0,High,Normal
Camden,IL,225.75803109999998,163.4844745,2.0,22.0,247.0,0.0,0.0,252485.0,0.0,Normal,Normal
Camden,ME,6221.92,10168.81,194.0,2931.0,24568.0,0.0,0.0,26662337.0,0.0,High,Normal
Camden,MI,185.48521269999998,315.169491,23.0,163.0,1370.0,26.0,3969.0,1788671.0,476502.0,Normal,Normal
Camden,NJ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Camden,NY,45750.07,72102.41971,108.0,1744.0,16584.0,0.0,0.0,29859732.0,0.0,High,Normal
Camden,OH,1451.451008,2656.228268,54.0,273.0,3053.0,25.0,4354.0,5205183.0,522634.0,Normal,Normal
Camden,PA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Camden,TN,23237.86998,53947.99846,131.0,2937.0,23578.0,0.0,0.0,39524481.0,1.0,High,Normal
Cameron,TX,29692.7217,81103.53448,134.0,1418.0,16897.0,138.0,20698.0,22625374.0,2484647.0,High,Normal
Cameron,WI,2452.3716489999997,4731.809521,42.0,386.0,3802.0,76.0,11139.0,4115340.0,1337107.0,Normal,Normal
Camillus,NY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Cammack Village,AR,36.02480646,61.66843856,6.0,66.0,804.0,21.0,3338.0,1283166.0,400742.0,Normal,Normal
Camp Douglas,WI,3892.9302340000004,7483.425053,11.0,62.0,554.0,22.0,3785.0,599879.0,454356.0,Normal,Normal
Camp Hill,PA,47441.10306,83892.82065,262.0,1669.0,20025.0,744.0,91285.0,38591730.0,10958140.0,High,Very High
Camp Lake,WI,1690.3349879999994,2513.938386,24.0,170.0,1468.0,48.0,8084.0,2502632.0,970414.0,Normal,Normal
Camp Point,IL,3385.157017,4969.76846,37.0,338.0,3803.0,0.0,0.0,3885426.0,0.0,Normal,Normal
Camp Verde,AZ,69616.78008,121249.1174,137.0,2774.0,24658.0,305.0,41103.0,31668181.0,4934114.0,High,High
Camp Wood,TX,281.46419510000004,589.3034415,18.0,279.0,3329.0,26.0,3857.0,4457427.0,462973.0,Normal,Normal
Campbell,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Campbell,MN,288.1572634,282.514884,1.0,13.0,128.0,1.0,118.0,138937.0,14113.0,Normal,Normal
Campbell,NE,882.4288337000003,1231.804638,7.0,16.0,150.0,0.0,0.0,162017.0,0.0,Normal,Normal
Campbell,NY,13567.740440000001,22173.22982,58.0,339.0,3182.0,193.0,33227.0,5729517.0,3988678.0,Normal,High
Campbell,OH,12371.12002,18367.66546,98.0,472.0,4682.0,140.0,28609.0,7982972.0,3434266.0,Normal,High
Campbell,TX,269.8956204,374.0691593,20.0,213.0,2534.0,19.0,2846.0,3393183.0,341680.0,Normal,Normal
Campbell Hill,IL,238.69832909999997,453.81504060000003,6.0,68.0,765.0,0.0,0.0,781524.0,0.0,Normal,Normal
Campbellsburg,IN,410.6348363,483.57578820000003,14.0,106.0,1188.0,24.0,3460.0,2025160.0,415364.0,Normal,Normal
Campbellsburg,KY,785.6548496,1330.887156,28.0,219.0,2349.0,0.0,0.0,3938311.0,0.0,Normal,Normal
Campbellsport,WI,2560.487625,4332.215009000001,66.0,575.0,4990.0,112.0,17165.0,8508119.0,2060537.0,Normal,Normal
Campbellsville,KY,40668.66472,82069.1279,221.0,2681.0,28697.0,310.0,43497.0,48104398.0,5221494.0,High,High
Campti,LA,132.6892022,197.20490049999998,12.0,128.0,1335.0,17.0,2088.0,2831950.0,250625.0,Normal,Normal
Campton,KY,2497.33793,2901.6825489999997,20.0,256.0,2389.0,0.0,0.0,4004615.0,0.0,Normal,Normal
Campton,NH,46327.10696000001,80404.56956,54.0,387.0,2649.0,0.0,0.0,2875049.0,0.0,Normal,Normal
Campton Hills,IL,64334.34865,120007.2952,144.0,903.0,10337.0,383.0,63522.0,17622857.0,7625320.0,High,High
Canaan,CT,17768.75096,30435.655260000003,48.0,390.0,2445.0,0.0,0.0,2653574.0,0.0,Normal,Normal
Canaan,MA,8429.011345,14564.9428,51.0,372.0,3495.0,195.0,33642.0,6293560.0,4038464.0,Normal,High
Canaan,ME,12598.16965,26176.68434,19.0,115.0,962.0,0.0,0.0,1043648.0,0.0,Normal,Normal
Canaan,NH,22549.85901,35699.55488,78.0,546.0,3786.0,0.0,0.0,4108206.0,0.0,Normal,Normal
Canaan,NY,16858.02269,29129.885589999998,51.0,372.0,3495.0,195.0,33642.0,6293560.0,4038464.0,Normal,High
Canaan,VT,2916.780719000001,4383.484274,17.0,166.0,1049.0,0.0,0.0,1137926.0,0.0,Normal,Normal
Canadian,OK,1563.286708,2360.292742,0.0,4.0,57.0,0.0,31.0,120327.0,3764.0,Normal,Normal
Canadian,TX,18325.633569999998,44474.378580000004,52.0,665.0,7924.0,30.0,4666.0,16813311.0,560117.0,Normal,Normal
Canadian Lakes,MI,5718.826943,8382.850929,34.0,351.0,2952.0,42.0,6454.0,3853178.0,774761.0,Normal,Normal
Canadice,NY,713.7443904,1295.9775949999996,29.0,377.0,3459.0,0.0,0.0,6227481.0,11.0,Normal,Normal
Canajoharie,NY,48073.17146000001,95102.78122,79.0,1345.0,12788.0,362.0,72087.0,23025307.0,8653537.0,High,High
Canal Fulton,OH,12131.78675,20808.962059999998,150.0,1207.0,11970.0,300.0,59788.0,20406913.0,7177159.0,High,High
Canal Winchester,OH,40642.0426,67175.7087,167.0,1137.0,10481.0,276.0,50202.0,17869674.0,6026392.0,High,High
Canandaigua,NY,6221.92,10168.81,192.0,3131.0,26334.0,698.0,7021.0,47414942.0,842786.0,High,Normal
Canby,MN,15574.37192,39719.14942,82.0,3178.0,37458.0,0.0,29.0,40543241.0,3436.0,Very High,Normal
Canby,OR,26702.40522,44388.27756,270.0,2912.0,32411.0,728.0,77270.0,39976392.0,9275686.0,Very High,Very High
Candia,NH,31133.12749,48910.98311,105.0,1064.0,7294.0,0.0,2.0,7915821.0,202.0,Normal,Normal
Cando,ND,12245.763490000001,35681.58468,37.0,778.0,9762.0,33.0,6074.0,10566534.0,729187.0,High,Normal
Candor,NY,21741.44929,36892.80547,101.0,446.0,4185.0,199.0,34282.0,7535736.0,4115353.0,Normal,High
Caneadea,NY,14226.10779,29617.69317,20.0,117.0,1073.0,15.0,2817.0,1932238.0,338147.0,Normal,Normal
Caney,KS,4308.881824,7258.865301999997,65.0,807.0,8051.0,74.0,11478.0,14499228.0,1377839.0,Normal,Normal
Caney,OK,52.74885181,114.723942,4.0,27.0,357.0,11.0,1683.0,756505.0,202072.0,Normal,Normal
Caney City,TX,72.85249743,159.85100409999995,4.0,47.0,564.0,4.0,534.0,754572.0,64098.0,Normal,Normal
Caneyville,KY,970.3962331,1582.119561,37.0,252.0,2665.0,36.0,5041.0,4466814.0,605131.0,Normal,Normal
Canfield,OH,16178.531630000001,31693.73939,150.0,1575.0,15619.0,457.0,87842.0,26628626.0,10544743.0,High,Very High
Canisteo,NY,21959.12818,33976.51481,60.0,338.0,3176.0,159.0,29782.0,5718952.0,3575132.0,Normal,High
Canistota,SD,975.3462569,1627.440191,12.0,86.0,1045.0,27.0,5151.0,1131376.0,618326.0,Normal,Normal
Cankton,LA,36.02480646,61.66843856,5.0,34.0,334.0,6.0,749.0,532724.0,89883.0,Normal,Normal
Cannelburg,IN,661.7060587999998,936.7548754000001,1.0,8.0,91.0,1.0,150.0,154556.0,18006.0,Normal,Normal
Cannelton,IN,6824.438529000001,11361.028470000001,52.0,628.0,5767.0,67.0,7500.0,9831703.0,900303.0,Normal,Normal
Cannelton,KY,3412.2192649999997,5680.514233,52.0,628.0,5767.0,67.0,7500.0,9831703.0,900303.0,Normal,Normal
Cannon Beach,OR,57064.36051000001,90747.96326,60.0,1275.0,13893.0,137.0,14493.0,17135624.0,1739809.0,High,Normal
Cannon Falls,MN,43200.73058,103092.0753,82.0,649.0,6581.0,81.0,13825.0,7122781.0,1659619.0,Normal,Normal
Cannonville,UT,1074.321493,2005.532398,4.0,40.0,458.0,10.0,1395.0,565273.0,167441.0,Normal,Normal
Canonsburg,PA,61546.92774,115461.5134,170.0,1423.0,16477.0,729.0,92409.0,28091508.0,11092981.0,High,Very High
Canova,SD,72.85249743,159.85100409999995,1.0,14.0,176.0,2.0,298.0,190976.0,35810.0,Normal,Normal
Canterbury,CT,31113.19577,40241.59887,99.0,700.0,4397.0,0.0,1.0,4771495.0,69.0,Normal,Normal
Canterbury,NH,19247.606040000002,34036.3703,95.0,671.0,4574.0,193.0,17095.0,4963573.0,2052079.0,Normal,Normal
Canton,CT,6221.92,10168.81,265.0,417.0,44740.0,47.0,7021.0,48554663.0,842786.0,Very High,Normal
Canton,IA,6574.424026,11362.46117,83.0,789.0,8227.0,0.0,7.0,8904944.0,877.0,Normal,Normal
Canton,IL,41799.32438,87518.27743,324.0,4235.0,48039.0,120.0,15146.0,49077176.0,1818193.0,Very High,Normal
Canton,KS,189.0554187,308.6094668,18.0,155.0,1551.0,31.0,4278.0,2792243.0,513590.0,Normal,Normal
Canton,MA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Canton,ME,4623.4734579999995,10713.09117,28.0,252.0,2110.0,0.0,0.0,2289928.0,0.0,Normal,Normal
Canton,MN,677.5059623999998,896.7277435000003,15.0,178.0,1896.0,0.0,3.0,2052443.0,332.0,Normal,Normal
Canton,MS,70945.9035,141567.4085,224.0,2769.0,33491.0,556.0,73513.0,53440105.0,8824737.0,Very High,High
Canton,NY,6221.92,10168.81,186.0,1685.0,16026.0,0.0,0.0,28855058.0,0.0,High,Normal
Canton,OH,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Canton,PA,18173.81515,33512.11166,179.0,2169.0,24077.0,718.0,92695.0,42443649.0,11127335.0,High,Very High
Canton,SD,6574.424026,11362.46117,83.0,789.0,8227.0,0.0,7.0,8904944.0,877.0,Normal,Normal
Canton,TX,54325.74579,97141.70116,137.0,1764.0,21025.0,132.0,20075.0,28153111.0,2409870.0,High,Normal
Cantril,IA,958.406519,1205.6928560000001,13.0,70.0,764.0,22.0,3365.0,780326.0,403910.0,Normal,Normal
Canute,OK,94.55647791,135.58855590000002,16.0,134.0,1756.0,27.0,3993.0,3725823.0,479381.0,Normal,Normal
Canyon,TX,37506.7816,66994.0603,248.0,3117.0,37155.0,265.0,39672.0,6139039.0,4762307.0,Very High,High
Canyon City,OR,3613.491157,4458.696052,20.0,202.0,2596.0,0.0,0.0,3202460.0,0.0,Normal,Normal
Canyon Lake,CA,8907.729648999999,14602.489580000001,77.0,1197.0,9307.0,110.0,12903.0,12462038.0,1548859.0,Normal,Normal
Canyonville,OR,6605.35307,11393.042590000001,48.0,772.0,8408.0,123.0,12757.0,10370733.0,1531409.0,Normal,Normal
Capac,MI,3789.287108,5295.1654579999995,42.0,444.0,4612.0,158.0,24177.0,6019161.0,2902256.0,Normal,Normal
Cape Elizabeth,ME,43169.30078,79490.26779,129.0,953.0,7991.0,189.0,17776.0,8671907.0,2133826.0,Normal,Normal
Cape May,NJ,15663.05265,26148.55058000001,142.0,2247.0,15697.0,723.0,74234.0,30250937.0,8911302.0,High,Very High
Cape May Point,NJ,1165.391664,1723.147266,4.0,61.0,426.0,14.0,1407.0,821682.0,168845.0,Normal,Normal
Cape Vincent,NY,15448.44554,25970.24584,60.0,467.0,4444.0,0.0,0.0,8001116.0,0.0,Normal,Normal
Capitan,NM,10957.70225,13058.911409999999,32.0,335.0,3447.0,0.0,0.0,4426463.0,0.0,Normal,Normal
Capitol Heights,DC,2954.62707,3926.9754299999995,58.0,989.0,8378.0,211.0,24461.0,16144895.0,2936399.0,Normal,Normal
Capitol Heights,MD,2954.62707,3926.9754299999995,58.0,989.0,8378.0,211.0,24461.0,16144895.0,2936399.0,Normal,Normal
Capitola,CA,6221.92,10168.81,260.0,417.0,27493.0,776.0,93753.0,36812789.0,11254374.0,High,Very High
Capron,IL,100.5791153,183.88740269999997,14.0,53.0,604.0,28.0,4580.0,1030578.0,549745.0,Normal,Normal
Caratunk,ME,1056.9672560000001,1609.206884,3.0,28.0,234.0,0.0,0.0,253992.0,0.0,Normal,Normal
Caraway,AR,9266.639495,7530.236111,25.0,216.0,2625.0,59.0,9170.0,4188094.0,1100747.0,Normal,Normal
Carbon,IN,624.3856304999998,656.9732321,7.0,39.0,434.0,8.0,1183.0,740478.0,141956.0,Normal,Normal
Carbon,TX,1353.7632039999999,2506.444628,2.0,18.0,219.0,1.0,209.0,293465.0,25148.0,Normal,Normal
Carbon Cliff,IL,9786.097106000001,17302.58464,28.0,223.0,2895.0,77.0,13421.0,3133373.0,1611068.0,Normal,Normal
Carbon Hill,IL,213.0469156,610.5774365,1.0,13.0,154.0,10.0,1722.0,261822.0,206656.0,Normal,Normal
Carbonado,WA,72.04961291,123.3368771,1.0,8.0,82.0,2.0,228.0,101140.0,27403.0,Normal,Normal
Carbondale,CO,15172.372280000001,25612.26576,195.0,1530.0,16644.0,244.0,44729.0,29166097.0,5369432.0,High,High
Carbondale,IL,74615.34592,151010.0338,42.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Carbondale,KS,624.5756022,1014.053458,27.0,270.0,2644.0,51.0,7013.0,4761317.0,841894.0,Normal,Normal
Cardington,OH,4248.514133,8374.79711,52.0,277.0,2737.0,32.0,5881.0,4666190.0,705947.0,Normal,Normal
Carefree,AZ,15975.638469999998,28449.62619,64.0,1586.0,14113.0,106.0,11824.0,18125721.0,1419325.0,High,Normal
Carencro,LA,33214.65443,53759.389339999994,150.0,2277.0,22474.0,306.0,38618.0,35861206.0,4635762.0,High,High
Carey,ID,790.714354,1276.324002,9.0,70.0,930.0,20.0,2800.0,1146512.0,336137.0,Normal,Normal
Carey,OH,5365.928296,6956.3693969999995,73.0,720.0,7107.0,69.0,12524.0,12117165.0,1503397.0,Normal,Normal
Caribou,ME,6221.92,10168.81,253.0,1421.0,11760.0,0.0,0.0,12762260.0,0.0,High,Normal
Carleton,MI,734.422078,1279.3324599999999,62.0,1208.0,12552.0,155.0,23799.0,16383519.0,2856906.0,High,Normal
Carleton,NE,967.0468091,1092.704625,7.0,15.0,146.0,2.0,297.0,158262.0,35650.0,Normal,Normal
Carlin,NV,5524.142163,5746.06588,17.0,75.0,940.0,34.0,4831.0,1159028.0,579910.0,Normal,Normal
Carlinville,IL,22656.99647,54539.44768,186.0,3178.0,35727.0,0.0,30.0,36499437.0,3589.0,Very High,Normal
Carlisle,AR,5695.503732,9927.172584,28.0,268.0,3245.0,82.0,12950.0,5177749.0,1554590.0,Normal,Normal
Carlisle,IA,12074.48769,19591.98247,66.0,407.0,4456.0,155.0,26308.0,4823058.0,3158039.0,Normal,High
Carlisle,IN,219.98438330000002,256.49738659999997,14.0,111.0,1230.0,15.0,2306.0,2096335.0,276772.0,Normal,Normal
Carlisle,KY,2330.430575,2918.064289,57.0,590.0,6305.0,85.0,11553.0,10568944.0,1386841.0,Normal,Normal
Carlisle,MA,47644.83488,78840.81449,97.0,1001.0,6076.0,264.0,29422.0,6593750.0,3531889.0,Normal,High
Carlisle,NY,14380.73677,30794.74175,13.0,67.0,640.0,17.0,2997.0,1153156.0,359743.0,Normal,Normal
Carlisle,OH,21944.42174,37170.78575,35.0,502.0,5753.0,172.0,24508.0,9808677.0,2942051.0,Normal,Normal
Carlisle,PA,43115.44952,74119.71592,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carlock,IL,942.8354287999999,1349.603973,17.0,221.0,2473.0,90.0,13881.0,2526319.0,1666359.0,Normal,Normal
Carlos,MN,26.37442591,57.36197099,10.0,124.0,1474.0,0.0,1.0,1595764.0,150.0,Normal,Normal
Carlsbad,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carlsbad,NM,56906.6923,113316.6482,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carlton,MN,2124.619511,3980.1820759999996,22.0,171.0,1777.0,17.0,2774.0,1923617.0,332960.0,Normal,Normal
Carlton,NY,10615.89076,19150.87038,83.0,459.0,4364.0,121.0,21340.0,7858227.0,2561737.0,Normal,Normal
Carlton,OR,2612.591922,4382.852481,36.0,257.0,2872.0,42.0,4487.0,3542737.0,538657.0,Normal,Normal
Carlyle,IL,5621.940436,9978.781660999999,109.0,1750.0,19675.0,168.0,18898.0,20099877.0,2268509.0,High,Normal
Carmel,IN,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Carmel,ME,15337.6237,26167.995069999997,25.0,405.0,3395.0,0.0,0.0,3683995.0,0.0,Normal,Normal
Carmel,NY,6221.92,10168.81,42.0,417.0,4199.0,117.0,20206.0,6139039.0,2425564.0,Normal,Normal
Carmel-by-the-Sea,CA,22346.27603,43440.91257,144.0,4068.0,21936.0,651.0,78626.0,29372706.0,9438483.0,High,Very High
Carmen,OK,642.1685334,706.7915867,9.0,66.0,861.0,13.0,1826.0,1827257.0,219142.0,Normal,Normal
Carmi,IL,14188.09606,24006.39492,116.0,1633.0,18372.0,5.0,754.0,18768831.0,90547.0,High,Normal
Carmichaels,PA,2018.250289,4139.131847,32.0,171.0,1982.0,99.0,12996.0,3379472.0,1560090.0,Normal,Normal
Carmine,TX,1480.299189,1889.660291,15.0,123.0,1469.0,15.0,2221.0,1967639.0,266654.0,Normal,Normal
Carnation,WA,1108.898355,1881.723184,37.0,330.0,3334.0,69.0,8196.0,4111860.0,983903.0,Normal,Normal
Carnegie,OK,25784.39949,72726.08473999999,49.0,453.0,5962.0,92.0,13414.0,12649946.0,1610260.0,Normal,Normal
Carnegie,PA,27711.990360000003,44356.7307,208.0,2055.0,21883.0,47.0,7021.0,37308398.0,842786.0,High,Normal
Carney,MI,766.8040927999997,1037.859692,5.0,45.0,339.0,0.0,0.0,578174.0,0.0,Normal,Normal
Carney,OK,1342.8553949999996,1527.675016,10.0,91.0,1196.0,16.0,2314.0,2538266.0,277784.0,Normal,Normal
Carneys Point,NJ,81003.41257999999,134148.8928,159.0,3419.0,23880.0,651.0,66894.0,46019872.0,8030154.0,High,High
Caro,MI,11821.76208,21694.812019999998,187.0,2389.0,24834.0,610.0,93466.0,32414188.0,11219957.0,High,Very High
Caroga,NY,18091.19584,38888.43485,29.0,150.0,1431.0,0.0,0.0,2576903.0,0.0,Normal,Normal
Carol Stream,IL,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Caroline,NY,24052.84825,39044.76278000001,73.0,348.0,3224.0,141.0,24405.0,5805691.0,2929669.0,Normal,Normal
Caroline,WI,634.007155,1304.206659,3.0,17.0,150.0,2.0,330.0,195372.0,39575.0,Normal,Normal
Carp Lake,MI,1898.95042,3925.025396,10.0,106.0,895.0,10.0,1561.0,1168009.0,187419.0,Normal,Normal
Carpenter,IA,1101.485971,1088.363848,5.0,30.0,333.0,9.0,1423.0,360475.0,170824.0,Normal,Normal
Carpentersville,IL,6221.92,10168.81,205.0,3681.0,42160.0,47.0,7021.0,71878578.0,842786.0,Very High,Normal
Carpinteria,CA,26296.50021,39699.38846,208.0,3365.0,26156.0,417.0,48839.0,35023179.0,5862816.0,High,High
Carrabassett Valley,ME,15045.61491,25752.24534,11.0,320.0,2679.0,0.0,0.0,2907856.0,0.0,Normal,Normal
Carrier Mills,IL,3397.7388619999997,5358.151648,35.0,490.0,5493.0,20.0,2235.0,5611301.0,268306.0,Normal,Normal
Carrington,ND,17316.32447,42728.25754,73.0,1607.0,20159.0,108.0,19932.0,21818838.0,2392656.0,High,Normal
Carrizo Springs,TX,20857.14859,49594.907439999995,103.0,1248.0,14869.0,118.0,7859.0,19909246.0,943434.0,High,Normal
Carrizozo,NM,2074.352691,4209.155879999998,24.0,334.0,3438.0,23.0,2256.0,4415999.0,270773.0,Normal,Normal
Carroll,IA,60932.64367000001,128546.161,209.0,1871.0,20492.0,480.0,81727.0,22180210.0,9810682.0,High,Very High
Carroll,ME,193.6629266,366.6568923,2.0,14.0,108.0,0.0,0.0,117062.0,0.0,Normal,Normal
Carroll,NE,290.3123399,285.7034386,5.0,79.0,987.0,6.0,1087.0,1068591.0,130458.0,Normal,Normal
Carroll,NH,30860.952439999997,57507.8538,13.0,160.0,1111.0,0.0,0.0,1205439.0,1.0,Normal,Normal
Carroll,NY,14082.19075,21276.65625,69.0,498.0,4731.0,153.0,28506.0,8519057.0,3421887.0,Normal,High
Carroll,OH,767.5761705,1271.981951,11.0,116.0,1132.0,16.0,2529.0,1930034.0,303611.0,Normal,Normal
