,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,k distances,local outlier factor
3448,19523.41397457033,29129.009884625462,77.0,1033.0,11620.0,1952.0,256854.0,11870623.0,30833496.0,24967477.137097996,3.019647144836986
7075,10977822.637929587,19164391.84143243,4801.0,109406.0,672704.0,26827.0,4063333.0,1255008372.0,487773485.0,1051605989.9664161,3.1101603504547155
2734,10076.28995651173,16433.009053447535,139.0,1441.0,16206.0,2615.0,344068.0,16555922.0,41302870.0,33573957.59984472,3.14631276201869
11319,6769728.391768706,12949451.75758623,2429.0,81661.0,770696.0,9797.0,1371247.0,1387883757.0,164608182.0,1093800846.9379394,3.2410266582235536
7909,1055741.791179027,2157251.735972164,1678.0,2047.0,17419.0,4445.0,561240.0,27794928.0,67372816.0,55667181.95022859,3.2753655849332404
14090,2191318.225439502,4009262.076927288,2103.0,55392.0,600782.0,50571.0,6654207.0,613765077.0,798788942.0,815664720.4867587,3.304807012744984
10974,6974198.160671651,12672121.198073694,7043.0,182639.0,984793.0,34600.0,4181424.0,1318646783.0,501949404.0,1113709329.0630424,3.3106343725873977
3695,1555956.798207194,3108688.4867049605,3200.0,74207.0,831825.0,8981.0,1523366.0,1418173577.0,182868973.0,1125285038.6859694,3.338107415665611
748,8383823.172612213,13241172.59487769,4351.0,118655.0,729573.0,25000.0,3786557.0,1361103455.0,454548483.0,1134461091.6520264,3.3650168475894597
14743,2694786.4002127107,4473144.619977241,2551.0,109790.0,1116786.0,8196.0,918078.0,1434310864.0,110208499.0,1135561790.7741928,3.385458664711555
15068,3503500.5397981955,6719128.708005237,7556.0,135964.0,1118971.0,17994.0,2015964.0,1437116550.0,242001719.0,1152334693.1679182,3.4308487311128193
7879,4150376.6694977037,8984785.010940032,2720.0,79794.0,906677.0,8562.0,1081082.0,1446734251.0,129775958.0,1149154949.9043422,3.4309932793252687
11605,149297.17159844268,292287.290174376,466.0,7456.0,83875.0,11785.0,1551347.0,85687582.0,186227837.0,157624495.57471272,3.461828632944865
10549,5442750.469135169,8949600.486492077,3875.0,89562.0,742470.0,28388.0,3920658.0,1430841537.0,470646366.0,1200474659.9194624,3.5139043915859434
11653,2176321.403500196,4116312.8849209063,1793.0,54736.0,615730.0,55564.0,7311172.0,629036012.0,877652783.0,891022557.7756456,3.5760927013595456
290,493150.0100395424,982385.2332423584,3099.0,59754.0,712190.0,4679.0,701657.0,1511167424.0,84228776.0,1210528633.4589603,3.634641712664677
8856,4814627.71231696,8693668.258561365,3413.0,120724.0,1095351.0,30403.0,5045285.0,1429724507.0,605649557.0,1251451245.5467994,3.7027176402791193
7250,4833762.47284716,8237552.372583252,2999.0,96398.0,1148952.0,7115.0,1067003.0,1538447581.0,128085919.0,1239899831.3576498,3.7327190683094065
11483,30331.430817953573,83724.09128745798,49.0,0.0,0.0,106.0,19557.0,0.0,2347688.0,2096453.29497419,3.7380459083478774
175,1038234.1909486592,1842400.9484944304,2364.0,100308.0,1264390.0,14417.0,2030177.0,1567457165.0,243707873.0,1277244673.491964,3.7653910066750687
164,346078.0636495531,614133.6494981437,2364.0,100308.0,1264390.0,14417.0,2030177.0,1567457165.0,243707873.0,1277244279.0588238,3.765396016598676
10548,66057.26896107548,114653.4960046438,465.0,82258.0,818100.0,20813.0,2084788.0,1576589757.0,250263557.0,1286347910.674067,3.7885221754124725
10546,66057.26896107548,114653.4960046438,465.0,82258.0,818100.0,20813.0,2084788.0,1576589757.0,250263557.0,1286347910.674067,3.7885221754124725
7274,22867088.67107148,37889635.70957993,5770.0,131897.0,810994.0,30949.0,4687641.0,1513002893.0,562717045.0,1310333209.686878,3.8742294620518605
12756,605024.774120183,1043830.917111992,4291.0,103840.0,853293.0,22241.0,4446069.0,1536400476.0,533718146.0,1320992209.825347,3.9063709732279985
